# Reference Number = 2408 Incident Particle: neutron  imodel=1 Target: Z= 94 A= 242 Ef = -5.672
# En(MeV)   DWV    DWV(symm)     DW>      DW<      DWvso      Vv        Vhf      Vdisp    VHFder     DWVder    T12der   DVSder  +   DWS   =   Vs
  0.001    0.964     0.874     0.120    -0.031    -0.110    44.702    43.738     0.964     0.000    -0.000     0.000    -0.000     3.428     3.428
  0.002    0.964     0.874     0.120    -0.031    -0.110    44.702    43.738     0.964     0.000    -0.000     0.000    -0.000     3.428     3.428
  0.003    0.964     0.874     0.120    -0.031    -0.110    44.701    43.737     0.964     0.000    -0.000     0.000    -0.000     3.428     3.428
  0.004    0.964     0.874     0.120    -0.031    -0.110    44.701    43.737     0.964     0.000    -0.000     0.000    -0.000     3.428     3.428
  0.005    0.964     0.875     0.120    -0.031    -0.110    44.701    43.737     0.964     0.000    -0.000     0.000    -0.000     3.429     3.429
  0.006    0.964     0.875     0.120    -0.031    -0.110    44.700    43.736     0.964     0.000    -0.000     0.000    -0.000     3.429     3.429
  0.007    0.965     0.875     0.120    -0.031    -0.110    44.700    43.736     0.965     0.000    -0.000     0.000    -0.000     3.429     3.429
  0.008    0.965     0.875     0.120    -0.031    -0.110    44.700    43.735     0.965     0.000    -0.000     0.000    -0.000     3.429     3.429
  0.009    0.965     0.875     0.120    -0.031    -0.110    44.700    43.735     0.965     0.000    -0.000     0.000    -0.000     3.430     3.430
  0.010    0.965     0.875     0.120    -0.031    -0.110    44.699    43.734     0.965     0.000    -0.000     0.000    -0.000     3.430     3.430
  0.020    0.967     0.877     0.121    -0.031    -0.110    44.696    43.730     0.967     0.000    -0.000     0.000    -0.000     3.433     3.433
  0.030    0.968     0.878     0.121    -0.031    -0.110    44.694    43.725     0.968     0.000    -0.000     0.000    -0.000     3.435     3.435
  0.040    0.970     0.880     0.121    -0.031    -0.111    44.691    43.721     0.970     0.000    -0.000     0.000    -0.000     3.438     3.438
  0.050    0.972     0.881     0.121    -0.031    -0.111    44.688    43.716     0.972     0.000    -0.000     0.000    -0.000     3.440     3.440
  0.060    0.974     0.883     0.121    -0.031    -0.111    44.685    43.712     0.974     0.000    -0.000     0.000    -0.000     3.443     3.443
  0.070    0.975     0.884     0.122    -0.031    -0.111    44.682    43.707     0.975     0.000    -0.000     0.000    -0.000     3.446     3.446
  0.080    0.977     0.886     0.122    -0.031    -0.111    44.679    43.703     0.977     0.000    -0.000     0.000    -0.000     3.448     3.448
  0.090    0.979     0.887     0.122    -0.031    -0.111    44.677    43.698     0.979     0.000    -0.000     0.000    -0.000     3.451     3.451
  0.100    0.980     0.889     0.122    -0.031    -0.112    44.674    43.693     0.980     0.000    -0.000     0.000    -0.000     3.453     3.453
  0.200    0.997     0.904     0.124    -0.032    -0.114    44.645    43.648     0.997     0.000    -0.000     0.000    -0.000     3.478     3.478
  0.300    1.014     0.919     0.127    -0.032    -0.116    44.617    43.603     1.014     0.000    -0.000     0.000    -0.000     3.502     3.502
  0.400    1.031     0.935     0.129    -0.033    -0.117    44.588    43.558     1.031     0.000    -0.000     0.000    -0.000     3.524     3.524
  0.500    1.048     0.950     0.131    -0.033    -0.119    44.560    43.513     1.048     0.000    -0.000     0.000    -0.000     3.545     3.545
  0.600    1.064     0.965     0.133    -0.034    -0.121    44.532    43.467     1.064     0.000    -0.000     0.000    -0.000     3.565     3.565
