# Reference Number = 2408 Incident Particle: neutron  imodel=1 Target: Z= 94 A= 242 Ef = -5.672
# En(MeV) DWV/w        DWVsym/w       DW>/w         DW</w            w         DWS/wd           wd         DWvso/wso       wso
  0.001  15.73146      14.26758      1.962494     -.4986175     0.6125224E-01  1.525009      2.247550      28.20377     -.3892258E-02
  0.002  15.72869      14.26507      1.962152     -.4985301     0.6127373E-01  1.524714      2.248159      28.19880     -.3893629E-02
  0.003  15.72592      14.26256      1.961811     -.4984427     0.6129523E-01  1.524420      2.248767      28.19383     -.3895000E-02
  0.004  15.72316      14.26004      1.961469     -.4983553     0.6131673E-01  1.524126      2.249376      28.18887     -.3896371E-02
  0.005  15.72039      14.25753      1.961127     -.4982680     0.6133823E-01  1.523832      2.249985      28.18390     -.3897742E-02
  0.006  15.71762      14.25502      1.960786     -.4981807     0.6135973E-01  1.523538      2.250594      28.17894     -.3899114E-02
  0.007  15.71486      14.25251      1.960445     -.4980935     0.6138124E-01  1.523244      2.251202      28.17397     -.3900486E-02
  0.008  15.71210      14.25000      1.960104     -.4980062     0.6140276E-01  1.522950      2.251811      28.16901     -.3901858E-02
  0.009  15.70934      14.24749      1.959763     -.4979190     0.6142427E-01  1.522656      2.252420      28.16406     -.3903230E-02
  0.010  15.70657      14.24498      1.959422     -.4978318     0.6144579E-01  1.522363      2.253029      28.15910     -.3904602E-02
  0.020  15.67902      14.21996      1.956019     -.4969618     0.6166120E-01  1.519432      2.259117      28.10963     -.3918341E-02
  0.030  15.65155      14.19502      1.952629     -.4960948     0.6187698E-01  1.516511      2.265207      28.06033     -.3932103E-02
  0.040  15.62419      14.17017      1.949251     -.4952309     0.6209313E-01  1.513600      2.271297      28.01120     -.3945890E-02
  0.050  15.59692      14.14540      1.945884     -.4943700     0.6230965E-01  1.510698      2.277387      27.96225     -.3959701E-02
  0.060  15.56974      14.12073      1.942529     -.4935121     0.6252654E-01  1.507806      2.283479      27.91347     -.3973535E-02
  0.070  15.54266      14.09613      1.939186     -.4926572     0.6274381E-01  1.504924      2.289571      27.86486     -.3987394E-02
  0.080  15.51568      14.07163      1.935855     -.4918053     0.6296144E-01  1.502050      2.295664      27.81641     -.4001276E-02
  0.090  15.48878      14.04721      1.932535     -.4909564     0.6317945E-01  1.499187      2.301758      27.76814     -.4015183E-02
  0.100  15.46199      14.02287      1.929227     -.4901105     0.6339782E-01  1.496332      2.307852      27.72003     -.4029114E-02
  0.200  15.19902      13.78406      1.896769     -.4818102     0.6560199E-01  1.468292      2.368820      27.24796     -.4169743E-02
  0.300  14.94486      13.55325      1.865403     -.4737893     0.6784321E-01  1.441136      2.429819      26.79169     -.4312774E-02
  0.400  14.69908      13.33004      1.835077     -.4660340     0.7012146E-01  1.414820      2.490821      26.35046     -.4458207E-02
  0.500  14.46127      13.11406      1.805738     -.4585314     0.7243668E-01  1.389304      2.551799      25.92353     -.4606041E-02
  0.600  14.23105      12.90497      1.777340     -.4512694     0.7478884E-01  1.364551      2.612728      25.51020     -.4756275E-02
  0.700  14.00805      12.70245      1.749839     -.4442366     0.7717789E-01  1.340524      2.673584      25.10986     -.4908909E-02
  0.800  13.79195      12.50618      1.723193     -.4374226     0.7960380E-01  1.317190      2.734342      24.72188     -.5063942E-02
  0.900  13.58243      12.31589      1.697364     -.4308172     0.8206651E-01  1.294517      2.794980      24.34571     -.5221373E-02
  1.000  13.37920      12.13129      1.672313     -.4244110     0.8456599E-01  1.272477      2.855474      23.98082     -.5381202E-02
  1.100  13.18197      11.95216      1.648007     -.4181954     0.8710218E-01  1.251041      2.915803      23.62670     -.5543427E-02
