#
# Reference Number = 2408 Incident Particle: neutron  imodel=1
# Target: Z= 94 A= 242 Number of energies= 130
# Type potential: rotational   dispersive+SO(Anal.Integr.)  relativ.Schoedr.
# First Author: R.Capote      
# Z-Range=90- 97  A-Range=228-249  E-Range=   0.001- 200.000 MeV         Ef = -5.672
# ncoll= 5 lmax= 8 ndef= 6 K= 0.0 betas:  0.225   0.059  -0.007
# WARNING: V = VHF + DWV for dispersive potentials
# En(MeV)   V     RV     AV      DWV     W      RW     AW      VD     RVD    AVD     WD     RWD    AWD     VSO    RVSO   AVSO    WSO    RWSO   AWSO   VHFpn    WSpn     DVSpn     WVpn    DVVpn   V(Lane)  W(Lane)    VHF
  0.001  44.702 1.2461 0.6440  0.9636  0.0613 1.2530 0.6813  3.4275 1.1808 0.6050  2.2475 1.1808 0.6050  5.7516 1.1214 0.5900 -0.0039 1.1214 0.5900  -0.573   -0.257   -0.392    0.000    0.000   -9.429   -4.230   43.738
  0.002  44.702 1.2461 0.6440  0.9638  0.0613 1.2530 0.6813  3.4278 1.1808 0.6050  2.2482 1.1808 0.6050  5.7515 1.1214 0.5900 -0.0039 1.1214 0.5900  -0.573   -0.257   -0.392    0.000    0.000   -9.429   -4.231   43.738
  0.003  44.701 1.2461 0.6440  0.9639  0.0613 1.2530 0.6813  3.4281 1.1808 0.6050  2.2488 1.1808 0.6050  5.7515 1.1214 0.5900 -0.0039 1.1214 0.5900  -0.573   -0.257   -0.392    0.000    0.000   -9.428   -4.232   43.737
  0.004  44.701 1.2461 0.6440  0.9641  0.0613 1.2530 0.6813  3.4283 1.1808 0.6050  2.2494 1.1808 0.6050  5.7514 1.1214 0.5900 -0.0039 1.1214 0.5900  -0.573   -0.257   -0.392    0.000    0.000   -9.428   -4.234   43.737
  0.005  44.701 1.2461 0.6440  0.9643  0.0613 1.2530 0.6813  3.4286 1.1808 0.6050  2.2500 1.1808 0.6050  5.7514 1.1214 0.5900 -0.0039 1.1214 0.5900  -0.573   -0.257   -0.392    0.000    0.000   -9.428   -4.235   43.737
  0.006  44.700 1.2461 0.6440  0.9644  0.0614 1.2530 0.6813  3.4289 1.1808 0.6050  2.2506 1.1808 0.6050  5.7513 1.1214 0.5900 -0.0039 1.1214 0.5900  -0.573   -0.257   -0.392    0.000    0.000   -9.428   -4.236   43.736
  0.007  44.700 1.2461 0.6440  0.9646  0.0614 1.2530 0.6813  3.4291 1.1808 0.6050  2.2512 1.1808 0.6050  5.7513 1.1214 0.5900 -0.0039 1.1214 0.5900  -0.573   -0.257   -0.392    0.000    0.000   -9.428   -4.237   43.736
  0.008  44.700 1.2461 0.6440  0.9648  0.0614 1.2530 0.6813  3.4294 1.1808 0.6050  2.2518 1.1808 0.6050  5.7512 1.1214 0.5900 -0.0039 1.1214 0.5900  -0.573   -0.257   -0.392    0.000    0.000   -9.428   -4.238   43.735
  0.009  44.700 1.2461 0.6440  0.9649  0.0614 1.2530 0.6813  3.4297 1.1808 0.6050  2.2524 1.1808 0.6050  5.7512 1.1214 0.5900 -0.0039 1.1214 0.5900  -0.573   -0.257   -0.392    0.000    0.000   -9.428   -4.239   43.735
  0.010  44.699 1.2461 0.6440  0.9651  0.0614 1.2530 0.6813  3.4299 1.1808 0.6050  2.2530 1.1808 0.6050  5.7511 1.1214 0.5900 -0.0039 1.1214 0.5900  -0.573   -0.258   -0.392    0.000    0.000   -9.428   -4.240   43.734
  0.020  44.696 1.2461 0.6440  0.9668  0.0617 1.2530 0.6813  3.4326 1.1808 0.6050  2.2591 1.1808 0.6050  5.7507 1.1214 0.5900 -0.0039 1.1214 0.5900  -0.573   -0.258   -0.392    0.000    0.000   -9.427   -4.252   43.730
  0.030  44.694 1.2461 0.6440  0.9685  0.0619 1.2530 0.6813  3.4352 1.1808 0.6050  2.2652 1.1808 0.6050  5.7502 1.1214 0.5900 -0.0039 1.1214 0.5900  -0.572   -0.259   -0.393    0.000    0.000   -9.426   -4.263   43.725
  0.040  44.691 1.2461 0.6440  0.9702  0.0621 1.2530 0.6813  3.4378 1.1808 0.6050  2.2713 1.1808 0.6050  5.7497 1.1214 0.5900 -0.0039 1.1214 0.5900  -0.572   -0.260   -0.393    0.000    0.000   -9.425   -4.275   43.721
  0.050  44.688 1.2461 0.6440  0.9718  0.0623 1.2530 0.6813  3.4404 1.1808 0.6050  2.2774 1.1808 0.6050  5.7492 1.1214 0.5900 -0.0040 1.1214 0.5900  -0.572   -0.260   -0.393    0.000    0.000   -9.424   -4.286   43.716
  0.060  44.685 1.2461 0.6440  0.9735  0.0625 1.2530 0.6813  3.4430 1.1808 0.6050  2.2835 1.1808 0.6050  5.7487 1.1214 0.5900 -0.0040 1.1214 0.5900  -0.572   -0.261   -0.394    0.000    0.000   -9.423   -4.298   43.712
  0.070  44.682 1.2461 0.6440  0.9752  0.0627 1.2530 0.6813  3.4456 1.1808 0.6050  2.2896 1.1808 0.6050  5.7482 1.1214 0.5900 -0.0040 1.1214 0.5900  -0.572   -0.262   -0.394    0.000    0.000   -9.422   -4.309   43.707
  0.080  44.679 1.2461 0.6440  0.9769  0.0630 1.2530 0.6813  3.4482 1.1808 0.6050  2.2957 1.1808 0.6050  5.7477 1.1214 0.5900 -0.0040 1.1214 0.5900  -0.572   -0.262   -0.394    0.000    0.000   -9.421   -4.321   43.703
  0.090  44.677 1.2461 0.6440  0.9786  0.0632 1.2530 0.6813  3.4508 1.1808 0.6050  2.3018 1.1808 0.6050  5.7473 1.1214 0.5900 -0.0040 1.1214 0.5900  -0.572   -0.263   -0.394    0.000    0.000   -9.420   -4.332   43.698
  0.100  44.674 1.2461 0.6440  0.9803  0.0634 1.2530 0.6813  3.4533 1.1808 0.6050  2.3079 1.1808 0.6050  5.7468 1.1214 0.5900 -0.0040 1.1214 0.5900  -0.572   -0.264   -0.395    0.000    0.000   -9.419   -4.344   43.693
  0.200  44.645 1.2461 0.6440  0.9971  0.0656 1.2530 0.6813  3.4781 1.1808 0.6050  2.3688 1.1808 0.6050  5.7419 1.1214 0.5900 -0.0042 1.1214 0.5900  -0.571   -0.271   -0.398    0.000    0.000   -9.409   -4.458   43.648
  0.300  44.617 1.2461 0.6440  1.0139  0.0678 1.2530 0.6813  3.5017 1.1808 0.6050  2.4298 1.1808 0.6050  5.7371 1.1214 0.5900 -0.0043 1.1214 0.5900  -0.571   -0.278   -0.400    0.000    0.000   -9.399   -4.573   43.603
  0.400  44.588 1.2461 0.6440  1.0307  0.0701 1.2530 0.6813  3.5241 1.1808 0.6050  2.4908 1.1808 0.6050  5.7322 1.1214 0.5900 -0.0045 1.1214 0.5900  -0.570   -0.285   -0.403    0.000    0.000   -9.390   -4.688   43.558
  0.500  44.560 1.2461 0.6440  1.0475  0.0724 1.2530 0.6813  3.5452 1.1808 0.6050  2.5518 1.1808 0.6050  5.7274 1.1214 0.5900 -0.0046 1.1214 0.5900  -0.570   -0.292   -0.405    0.000    0.000   -9.380   -4.803   43.513
  0.600  44.532 1.2461 0.6440  1.0643  0.0748 1.2530 0.6813  3.5652 1.1808 0.6050  2.6127 1.1808 0.6050  5.7225 1.1214 0.5900 -0.0048 1.1214 0.5900  -0.569   -0.299   -0.408    0.000    0.000   -9.370   -4.917   43.467
  0.700  44.504 1.2461 0.6440  1.0811  0.0772 1.2530 0.6813  3.5840 1.1808 0.6050  2.6736 1.1808 0.6050  5.7177 1.1214 0.5900 -0.0049 1.1214 0.5900  -0.568   -0.306   -0.410    0.000    0.000   -9.361   -5.032   43.422
  0.800  44.475 1.2461 0.6440  1.0979  0.0796 1.2530 0.6813  3.6016 1.1808 0.6050  2.7343 1.1808 0.6050  5.7128 1.1214 0.5900 -0.0051 1.1214 0.5900  -0.568   -0.313   -0.412    0.000    0.000   -9.351   -5.146   43.377
  0.900  44.447 1.2461 0.6440  1.1147  0.0821 1.2530 0.6813  3.6181 1.1808 0.6050  2.7950 1.1808 0.6050  5.7080 1.1214 0.5900 -0.0052 1.1214 0.5900  -0.567   -0.319   -0.414    0.000    0.000   -9.341   -5.260   43.332
  1.000  44.419 1.2461 0.6440  1.1314  0.0846 1.2530 0.6813  3.6335 1.1808 0.6050  2.8555 1.1808 0.6050  5.7031 1.1214 0.5900 -0.0054 1.1214 0.5900  -0.567   -0.326   -0.415    0.000    0.000   -9.332   -5.374   43.288
  1.100  44.391 1.2461 0.6440  1.1482  0.0871 1.2530 0.6813  3.6478 1.1808 0.6050  2.9158 1.1808 0.6050  5.6983 1.1214 0.5900 -0.0055 1.1214 0.5900  -0.566   -0.333   -0.417    0.000    0.000   -9.322   -5.488   43.243
  1.200  44.363 1.2461 0.6440  1.1649  0.0897 1.2530 0.6813  3.6610 1.1808 0.6050  2.9759 1.1808 0.6050  5.6934 1.1214 0.5900 -0.0057 1.1214 0.5900  -0.566   -0.340   -0.418    0.000    0.000   -9.312   -5.601   43.198
  1.300  44.335 1.2461 0.6440  1.1817  0.0923 1.2530 0.6813  3.6731 1.1808 0.6050  3.0359 1.1808 0.6050  5.6886 1.1214 0.5900 -0.0059 1.1214 0.5900  -0.565   -0.347   -0.420    0.000    0.000   -9.303   -5.714   43.153
  1.400  44.307 1.2461 0.6440  1.1984  0.0949 1.2530 0.6813  3.6841 1.1808 0.6050  3.0956 1.1808 0.6050  5.6838 1.1214 0.5900 -0.0060 1.1214 0.5900  -0.564   -0.354   -0.421    0.000    0.000   -9.293   -5.826   43.108
  1.500  44.279 1.2461 0.6440  1.2151  0.0976 1.2530 0.6813  3.6941 1.1808 0.6050  3.1551 1.1808 0.6050  5.6789 1.1214 0.5900 -0.0062 1.1214 0.5900  -0.564   -0.361   -0.422    0.000    0.000   -9.283   -5.938   43.064
  1.600  44.251 1.2461 0.6440  1.2318  0.1003 1.2530 0.6813  3.7030 1.1808 0.6050  3.2143 1.1808 0.6050  5.6741 1.1214 0.5900 -0.0064 1.1214 0.5900  -0.563   -0.367   -0.423    0.000    0.000   -9.274   -6.050   43.019
  1.700  44.223 1.2461 0.6440  1.2485  0.1031 1.2530 0.6813  3.7110 1.1808 0.6050  3.2732 1.1808 0.6050  5.6693 1.1214 0.5900 -0.0066 1.1214 0.5900  -0.563   -0.374   -0.424    0.000    0.000   -9.264   -6.160   42.974
  1.800  44.195 1.2461 0.6440  1.2652  0.1059 1.2530 0.6813  3.7179 1.1808 0.6050  3.3318 1.1808 0.6050  5.6644 1.1214 0.5900 -0.0067 1.1214 0.5900  -0.562   -0.381   -0.425    0.000    0.000   -9.254   -6.271   42.930
  1.900  44.167 1.2461 0.6440  1.2819  0.1087 1.2530 0.6813  3.7239 1.1808 0.6050  3.3901 1.1808 0.6050  5.6596 1.1214 0.5900 -0.0069 1.1214 0.5900  -0.561   -0.387   -0.426    0.000    0.000   -9.245   -6.381   42.885
  2.000  44.140 1.2461 0.6440  1.2985  0.1116 1.2530 0.6813  3.7290 1.1808 0.6050  3.4481 1.1808 0.6050  5.6548 1.1214 0.5900 -0.0071 1.1214 0.5900  -0.561   -0.394   -0.426    0.000    0.000   -9.235   -6.490   42.841
  2.100  44.112 1.2461 0.6440  1.3152  0.1145 1.2530 0.6813  3.7331 1.1808 0.6050  3.5058 1.1808 0.6050  5.6499 1.1214 0.5900 -0.0073 1.1214 0.5900  -0.560   -0.401   -0.427    0.000    0.000   -9.226   -6.598   42.797
  2.200  44.084 1.2461 0.6440  1.3318  0.1174 1.2530 0.6813  3.7362 1.1808 0.6050  3.5631 1.1808 0.6050  5.6451 1.1214 0.5900 -0.0075 1.1214 0.5900  -0.560   -0.407   -0.427    0.000    0.000   -9.216   -6.706   42.752
  2.300  44.056 1.2461 0.6440  1.3485  0.1204 1.2530 0.6813  3.7385 1.1808 0.6050  3.6200 1.1808 0.6050  5.6403 1.1214 0.5900 -0.0077 1.1214 0.5900  -0.559   -0.414   -0.427    0.000    0.000   -9.207   -6.813   42.708
  2.400  44.029 1.2461 0.6440  1.3651  0.1234 1.2530 0.6813  3.7399 1.1808 0.6050  3.6766 1.1808 0.6050  5.6355 1.1214 0.5900 -0.0079 1.1214 0.5900  -0.559   -0.420   -0.427    0.000    0.000   -9.197   -6.920   42.664
  2.500  44.001 1.2461 0.6440  1.3817  0.1264 1.2530 0.6813  3.7404 1.1808 0.6050  3.7327 1.1808 0.6050  5.6307 1.1214 0.5900 -0.0081 1.1214 0.5900  -0.558   -0.427   -0.428    0.000    0.000   -9.187   -7.025   42.619
  2.600  43.974 1.2461 0.6440  1.3983  0.1295 1.2530 0.6813  3.7401 1.1808 0.6050  3.7885 1.1808 0.6050  5.6258 1.1214 0.5900 -0.0083 1.1214 0.5900  -0.557   -0.433   -0.427    0.000    0.000   -9.178   -7.130   42.575
  2.700  43.946 1.2461 0.6440  1.4149  0.1326 1.2530 0.6813  3.7390 1.1808 0.6050  3.8438 1.1808 0.6050  5.6210 1.1214 0.5900 -0.0085 1.1214 0.5900  -0.557   -0.439   -0.427    0.000    0.000   -9.168   -7.234   42.531
  2.800  43.919 1.2461 0.6440  1.4315  0.1358 1.2530 0.6813  3.7370 1.1808 0.6050  3.8987 1.1808 0.6050  5.6162 1.1214 0.5900 -0.0087 1.1214 0.5900  -0.556   -0.446   -0.427    0.000    0.000   -9.159   -7.338   42.487
  2.900  43.891 1.2461 0.6440  1.4480  0.1390 1.2530 0.6813  3.7342 1.1808 0.6050  3.9532 1.1808 0.6050  5.6114 1.1214 0.5900 -0.0089 1.1214 0.5900  -0.556   -0.452   -0.427    0.000    0.000   -9.149   -7.440   42.443
  3.000  43.864 1.2461 0.6440  1.4646  0.1422 1.2530 0.6813  3.7307 1.1808 0.6050  4.0072 1.1808 0.6050  5.6066 1.1214 0.5900 -0.0091 1.1214 0.5900  -0.555   -0.458   -0.426    0.000    0.000   -9.140   -7.542   42.399
  3.100  43.836 1.2461 0.6440  1.4811  0.1455 1.2530 0.6813  3.7264 1.1808 0.6050  4.0608 1.1808 0.6050  5.6018 1.1214 0.5900 -0.0093 1.1214 0.5900  -0.555   -0.464   -0.426    0.000    0.000   -9.130   -7.643   42.355
  3.200  43.809 1.2461 0.6440  1.4977  0.1488 1.2530 0.6813  3.7214 1.1808 0.6050  4.1140 1.1808 0.6050  5.5970 1.1214 0.5900 -0.0095 1.1214 0.5900  -0.554   -0.470   -0.425    0.000    0.000   -9.121   -7.743   42.311
  3.300  43.782 1.2461 0.6440  1.5142  0.1521 1.2530 0.6813  3.7156 1.1808 0.6050  4.1666 1.1808 0.6050  5.5922 1.1214 0.5900 -0.0097 1.1214 0.5900  -0.553   -0.476   -0.425    0.000    0.000   -9.112   -7.842   42.267
  3.400  43.754 1.2461 0.6440  1.5307  0.1555 1.2530 0.6813  3.7092 1.1808 0.6050  4.2188 1.1808 0.6050  5.5874 1.1214 0.5900 -0.0099 1.1214 0.5900  -0.553   -0.482   -0.424    0.000    0.000   -9.102   -7.940   42.224
