# Reference Number = 2408 Incident Particle: neutron  imodel=1 Target: Z= 91 A= 232 Ef = -6.040
# En(MeV)   DWV    DWV(symm)     DW>      DW<      DWvso      Vv        Vhf      Vdisp    VHFder     DWVder    T12der   DVSder  +   DWS   =   Vs
  0.001    1.026     0.930     0.128    -0.033    -0.117    44.669    43.643     1.026     0.000    -0.000     0.000    -0.000     3.568     3.568
  0.002    1.026     0.930     0.128    -0.033    -0.117    44.669    43.643     1.026     0.000    -0.000     0.000    -0.000     3.568     3.568
  0.003    1.026     0.930     0.128    -0.033    -0.117    44.668    43.642     1.026     0.000    -0.000     0.000    -0.000     3.568     3.568
  0.004    1.026     0.930     0.128    -0.033    -0.117    44.668    43.642     1.026     0.000    -0.000     0.000    -0.000     3.568     3.568
  0.005    1.026     0.931     0.128    -0.033    -0.117    44.668    43.641     1.026     0.000    -0.000     0.000    -0.000     3.569     3.569
  0.006    1.026     0.931     0.128    -0.033    -0.117    44.667    43.641     1.026     0.000    -0.000     0.000    -0.000     3.569     3.569
  0.007    1.027     0.931     0.128    -0.033    -0.117    44.667    43.641     1.027     0.000    -0.000     0.000    -0.000     3.569     3.569
  0.008    1.027     0.931     0.128    -0.033    -0.117    44.667    43.640     1.027     0.000    -0.000     0.000    -0.000     3.569     3.569
  0.009    1.027     0.931     0.128    -0.033    -0.117    44.667    43.640     1.027     0.000    -0.000     0.000    -0.000     3.570     3.570
  0.010    1.027     0.931     0.128    -0.033    -0.117    44.666    43.639     1.027     0.000    -0.000     0.000    -0.000     3.570     3.570
  0.020    1.029     0.933     0.128    -0.033    -0.117    44.663    43.635     1.029     0.000    -0.000     0.000    -0.000     3.572     3.572
  0.030    1.030     0.934     0.129    -0.033    -0.117    44.661    43.630     1.030     0.000    -0.000     0.000    -0.000     3.574     3.574
  0.040    1.032     0.936     0.129    -0.033    -0.118    44.658    43.626     1.032     0.000    -0.000     0.000    -0.000     3.576     3.576
  0.050    1.034     0.937     0.129    -0.033    -0.118    44.655    43.621     1.034     0.000    -0.000     0.000    -0.000     3.579     3.579
  0.060    1.035     0.939     0.129    -0.033    -0.118    44.652    43.617     1.035     0.000    -0.000     0.000    -0.000     3.581     3.581
  0.070    1.037     0.941     0.130    -0.033    -0.118    44.649    43.612     1.037     0.000    -0.000     0.000    -0.000     3.583     3.583
  0.080    1.039     0.942     0.130    -0.033    -0.118    44.646    43.608     1.039     0.000    -0.000     0.000    -0.000     3.585     3.585
  0.090    1.041     0.944     0.130    -0.033    -0.119    44.644    43.603     1.041     0.000    -0.000     0.000    -0.000     3.587     3.587
  0.100    1.042     0.945     0.130    -0.033    -0.119    44.641    43.599     1.042     0.000    -0.000     0.000    -0.000     3.589     3.589
  0.200    1.059     0.960     0.132    -0.034    -0.121    44.612    43.553     1.059     0.000    -0.000     0.000    -0.000     3.610     3.610
  0.300    1.076     0.976     0.134    -0.034    -0.123    44.584    43.508     1.076     0.000    -0.000     0.000    -0.000     3.629     3.629
  0.400    1.093     0.991     0.137    -0.035    -0.125    44.556    43.463     1.093     0.000    -0.000     0.000    -0.000     3.648     3.648
  0.500    1.109     1.006     0.139    -0.035    -0.127    44.527    43.418     1.109     0.000    -0.000     0.000    -0.000     3.665     3.665
  0.600    1.126     1.021     0.141    -0.036    -0.128    44.499    43.373     1.126     0.000    -0.000     0.000    -0.000     3.681     3.681
  0.700    1.143     1.036     0.143    -0.036    -0.130    44.471    43.328     1.143     0.000    -0.000     0.000    -0.000     3.696     3.696
  0.800    1.160     1.051     0.145    -0.037    -0.132    44.443    43.283     1.160     0.000    -0.000     0.000    -0.000     3.709     3.709
  0.900    1.176     1.067     0.147    -0.037    -0.134    44.415    43.238     1.176     0.000    -0.000     0.000    -0.000     3.722     3.722
  1.000    1.193     1.082     0.149    -0.038    -0.136    44.387    43.193     1.193     0.000    -0.000     0.000    -0.000     3.733     3.733
  1.100    1.210     1.097     0.151    -0.038    -0.138    44.359    43.149     1.210     0.000    -0.000     0.000    -0.000     3.744     3.744
  1.200    1.227     1.112     0.154    -0.039    -0.140    44.331    43.104     1.227     0.000    -0.000     0.000    -0.000     3.753     3.753
  1.300    1.243     1.127     0.156    -0.039    -0.142    44.303    43.059     1.243     0.000    -0.000     0.000    -0.000     3.762     3.762
  1.400    1.260     1.142     0.158    -0.040    -0.144    44.275    43.015     1.260     0.000    -0.000     0.000    -0.000     3.769     3.769
  1.500    1.277     1.157     0.160    -0.041    -0.146    44.247    42.970     1.277     0.000    -0.000     0.000    -0.000     3.776     3.776
  1.600    1.293     1.172     0.162    -0.041    -0.148    44.219    42.926     1.293     0.000    -0.000     0.000    -0.000     3.781     3.781
  1.700    1.310     1.187     0.164    -0.042    -0.150    44.191    42.881     1.310     0.000    -0.000     0.000    -0.000     3.785     3.785
  1.800    1.327     1.202     0.166    -0.042    -0.152    44.163    42.837     1.327     0.000    -0.000     0.000    -0.000     3.789     3.789
  1.900    1.343     1.217     0.168    -0.043    -0.153    44.135    42.792     1.343     0.000    -0.000     0.000    -0.000     3.792     3.792
  2.000    1.360     1.232     0.171    -0.043    -0.155    44.108    42.748     1.360     0.000    -0.000     0.000    -0.000     3.793     3.793
  2.100    1.376     1.248     0.173    -0.044    -0.157    44.080    42.704     1.376     0.000    -0.000     0.000    -0.000     3.794     3.794
  2.200    1.393     1.263     0.175    -0.044    -0.159    44.052    42.659     1.393     0.000    -0.000     0.000     0.000     3.794     3.794
  2.300    1.410     1.278     0.177    -0.045    -0.161    44.025    42.615     1.410     0.000    -0.000     0.000     0.000     3.793     3.793
  2.400    1.426     1.293     0.179    -0.045    -0.163    43.997    42.571     1.426     0.000    -0.000     0.000     0.000     3.791     3.791
  2.500    1.443     1.308     0.181    -0.046    -0.165    43.970    42.527     1.443     0.000    -0.000     0.000     0.000     3.789     3.789
  2.600    1.459     1.322     0.183    -0.046    -0.167    43.942    42.483     1.459     0.000    -0.000     0.000     0.000     3.785     3.785
  2.700    1.476     1.337     0.185    -0.047    -0.169    43.915    42.439     1.476     0.000    -0.000     0.000     0.000     3.781     3.781
  2.800    1.492     1.352     0.188    -0.047    -0.171    43.887    42.395     1.492     0.000    -0.000     0.000     0.000     3.776     3.776
  2.900    1.509     1.367     0.190    -0.048    -0.173    43.860    42.351     1.509     0.000    -0.000     0.000     0.000     3.771     3.771
  3.000    1.526     1.382     0.192    -0.049    -0.175    43.832    42.307     1.526     0.000    -0.000     0.000     0.000     3.765     3.765
  3.100    1.542     1.397     0.194    -0.049    -0.177    43.805    42.263     1.542     0.000    -0.000     0.000     0.000     3.758     3.758
  3.200    1.558     1.412     0.196    -0.050    -0.178    43.778    42.219     1.558     0.000    -0.000     0.000     0.000     3.750     3.750
  3.300    1.575     1.427     0.198    -0.050    -0.180    43.750    42.175     1.575     0.000    -0.000     0.000     0.000     3.741     3.741
  3.400    1.591     1.442     0.200    -0.051    -0.182    43.723    42.132     1.591     0.000    -0.000     0.000     0.000     3.732     3.732
  3.500    1.608     1.457     0.202    -0.051    -0.184    43.696    42.088     1.608     0.000    -0.000     0.000     0.000     3.723     3.723
  3.600    1.624     1.471     0.205    -0.052    -0.186    43.669    42.044     1.624     0.000    -0.000     0.000     0.000     3.712     3.712
  3.700    1.641     1.486     0.207    -0.052    -0.188    43.642    42.001     1.641     0.000    -0.000     0.000     0.000     3.701     3.701
  3.800    1.657     1.501     0.209    -0.053    -0.190    43.615    41.957     1.657     0.000    -0.000     0.000     0.000     3.690     3.690
  3.900    1.674     1.516     0.211    -0.053    -0.192    43.587    41.914     1.674     0.000    -0.000     0.000     0.000     3.678     3.678
  4.000    1.690     1.531     0.213    -0.054    -0.194    43.560    41.870     1.690     0.000    -0.000     0.000     0.000     3.665     3.665
  4.200    1.723     1.560     0.217    -0.055    -0.198    43.506    41.784     1.723     0.000    -0.000     0.000     0.000     3.638     3.638
  4.400    1.755     1.590     0.222    -0.056    -0.201    43.452    41.697     1.755     0.000    -0.000     0.000     0.000     3.610     3.610
