  GROUP      UPPER       LOWER         LETHARGY         DATA        DATA/LETHARGY

     1     1.9640E+07  1.7332E+07     1.2500E-01     1.3029E+00     1.0423E+01
     2     1.7332E+07  1.6905E+07     2.4998E-02     6.9835E+01     2.7937E+03
     3     1.6905E+07  1.6487E+07     2.5001E-02     2.8235E+03     1.1293E+05
     4     1.6487E+07  1.5683E+07     5.0001E-02     1.9635E+06     3.9270E+07
     5     1.5683E+07  1.4918E+07     5.0002E-02     1.5373E+08     3.0745E+09
     6     1.4918E+07  1.4550E+07     2.4998E-02     1.9354E+08     7.7423E+09
     7     1.4550E+07  1.4191E+07     2.4997E-02     6.0925E+07     2.4373E+09
     8     1.4191E+07  1.3840E+07     2.5002E-02     4.5052E+06     1.8019E+08
     9     1.3840E+07  1.3499E+07     2.4999E-02     1.5370E+06     6.1483E+07
    10     1.3499E+07  1.2840E+07     4.9997E-02     1.8589E+06     3.7180E+07
    11     1.2840E+07  1.2523E+07     2.5006E-02     6.3774E+05     2.5504E+07
    12     1.2523E+07  1.2214E+07     2.5000E-02     4.9510E+05     1.9804E+07
    13     1.2214E+07  1.1618E+07     5.0001E-02     5.8995E+05     1.1799E+07
    14     1.1618E+07  1.1052E+07     4.9997E-02     5.8992E+05     1.1799E+07
    15     1.1052E+07  1.0513E+07     5.0000E-02     8.1334E+05     1.6267E+07
    16     1.0513E+07  1.0000E+07     4.9999E-02     7.5639E+05     1.5128E+07
    17     1.0000E+07  9.5123E+06     5.0000E-02     4.9496E+05     9.8991E+06
    18     9.5123E+06  9.0484E+06     5.0000E-02     3.7833E+05     7.5666E+06
    19     9.0484E+06  8.6071E+06     5.0000E-02     3.9352E+05     7.8705E+06
    20     8.6071E+06  8.1873E+06     5.0000E-02     3.9769E+05     7.9538E+06
    21     8.1873E+06  7.7880E+06     5.0000E-02     4.0775E+05     8.1550E+06
    22     7.7880E+06  7.4082E+06     5.0001E-02     4.6589E+05     9.3177E+06
    23     7.4082E+06  7.0469E+06     5.0000E-02     5.3995E+05     1.0799E+07
    24     7.0469E+06  6.7032E+06     5.0000E-02     7.9271E+05     1.5854E+07
    25     6.7032E+06  6.5924E+06     1.6666E-02     2.5036E+05     1.5022E+07
    26     6.5924E+06  6.3763E+06     3.3334E-02     3.8932E+05     1.1679E+07
    27     6.3763E+06  6.0653E+06     4.9999E-02     4.7544E+05     9.5090E+06
    28     6.0653E+06  5.7695E+06     5.0000E-02     4.6349E+05     9.2698E+06
    29     5.7695E+06  5.4881E+06     5.0000E-02     4.4292E+05     8.8585E+06
    30     5.4881E+06  5.2205E+06     5.0000E-02     4.4343E+05     8.8686E+06
    31     5.2205E+06  4.9658E+06     5.0001E-02     4.4627E+05     8.9252E+06
    32     4.9658E+06  4.7237E+06     4.9998E-02     4.5492E+05     9.0987E+06
    33     4.7237E+06  4.4933E+06     5.0001E-02     4.5470E+05     9.0938E+06
    34     4.4933E+06  4.0657E+06     9.9999E-02     9.7011E+05     9.7012E+06
    35     4.0657E+06  3.6788E+06     1.0000E-01     9.8834E+05     9.8832E+06
    36     3.6788E+06  3.3287E+06     9.9999E-02     9.9239E+05     9.9240E+06
    37     3.3287E+06  3.1664E+06     4.9999E-02     4.7448E+05     9.4898E+06
    38     3.1664E+06  3.0119E+06     5.0001E-02     4.6275E+05     9.2547E+06
    39     3.0119E+06  2.8650E+06     4.9999E-02     4.9405E+05     9.8813E+06
    40     2.8650E+06  2.7253E+06     5.0000E-02     5.2985E+05     1.0597E+07
    41     2.7253E+06  2.5924E+06     5.0002E-02     5.5007E+05     1.1001E+07
    42     2.5924E+06  2.4660E+06     4.9999E-02     5.5997E+05     1.1200E+07
    43     2.4660E+06  2.3851E+06     3.3332E-02     3.7629E+05     1.1289E+07
    44     2.3851E+06  2.3653E+06     8.3361E-03     9.4896E+04     1.1384E+07
    45     2.3653E+06  2.3457E+06     8.3337E-03     9.4317E+04     1.1318E+07
    46     2.3457E+06  2.3069E+06     1.6666E-02     1.8919E+05     1.1352E+07
    47     2.3069E+06  2.2313E+06     3.3333E-02     3.7855E+05     1.1357E+07
    48     2.2313E+06  2.1225E+06     4.9999E-02     5.6898E+05     1.1380E+07
    49     2.1225E+06  2.0190E+06     4.9998E-02     5.6346E+05     1.1270E+07
    50     2.0190E+06  1.9205E+06     5.0002E-02     5.5380E+05     1.1076E+07
    51     1.9205E+06  1.8268E+06     4.9998E-02     5.4765E+05     1.0953E+07
    52     1.8268E+06  1.7377E+06     5.0002E-02     5.4139E+05     1.0827E+07
    53     1.7377E+06  1.6530E+06     5.0000E-02     5.3567E+05     1.0713E+07
    54     1.6530E+06  1.5724E+06     5.0002E-02     5.3076E+05     1.0615E+07
    55     1.5724E+06  1.4957E+06     4.9996E-02     5.2574E+05     1.0516E+07
    56     1.4957E+06  1.4227E+06     5.0003E-02     5.2002E+05     1.0400E+07
    57     1.4227E+06  1.3534E+06     5.0002E-02     5.1211E+05     1.0242E+07
    58     1.3534E+06  1.2874E+06     4.9997E-02     5.0608E+05     1.0122E+07
    59     1.2874E+06  1.2246E+06     5.0004E-02     4.9547E+05     9.9086E+06
    60     1.2246E+06  1.1648E+06     4.9998E-02     4.8623E+05     9.7250E+06
    61     1.1648E+06  1.1080E+06     5.0000E-02     4.7435E+05     9.4870E+06
    62     1.1080E+06  1.0026E+06     9.9997E-02     9.1301E+05     9.1304E+06
    63     1.0026E+06  9.6167E+05     4.1668E-02     3.6654E+05     8.7966E+06
    64     9.6167E+05  9.0718E+05     5.8333E-02     4.9151E+05     8.4260E+06
    65     9.0718E+05  8.6294E+05     5.0000E-02     3.9996E+05     7.9991E+06
    66     8.6294E+05  8.2085E+05     5.0000E-02     3.7983E+05     7.5966E+06
    67     8.2085E+05  7.8082E+05     5.0000E-02     3.5792E+05     7.1585E+06
    68     7.8082E+05  7.4274E+05     5.0000E-02     3.3609E+05     6.7218E+06
    69     7.4274E+05  7.0651E+05     5.0000E-02     3.1488E+05     6.2975E+06
    70     7.0651E+05  6.7206E+05     5.0000E-02     2.8922E+05     5.7844E+06
    71     6.7206E+05  6.3928E+05     4.9999E-02     2.6285E+05     5.2571E+06
    72     6.3928E+05  6.0810E+05     5.0000E-02     2.3892E+05     4.7784E+06
    73     6.0810E+05  5.7844E+05     5.0001E-02     2.1617E+05     4.3233E+06
    74     5.7844E+05  5.5023E+05     5.0000E-02     1.9450E+05     3.8900E+06
    75     5.5023E+05  5.2340E+05     5.0000E-02     1.7643E+05     3.5286E+06
    76     5.2340E+05  4.9787E+05     4.9999E-02     1.6191E+05     3.2382E+06
    77     4.9787E+05  4.5049E+05     1.0000E-01     2.9410E+05     2.9410E+06
    78     4.5049E+05  4.0762E+05     1.0000E-01     2.6038E+05     2.6038E+06
    79     4.0762E+05  3.8774E+05     5.0000E-02     1.1782E+05     2.3564E+06
    80     3.8774E+05  3.6883E+05     4.9999E-02     1.0932E+05     2.1864E+06
    81     3.6883E+05  3.3373E+05     1.0000E-01     1.9549E+05     1.9549E+06
    82     3.3373E+05  3.0197E+05     1.0000E-01     1.6900E+05     1.6900E+06
    83     3.0197E+05  2.9849E+05     1.1601E-02     1.8183E+04     1.5673E+06
    84     2.9849E+05  2.9721E+05     4.2975E-03     6.8081E+03     1.5842E+06
    85     2.9721E+05  2.9452E+05     9.1022E-03     1.4032E+04     1.5416E+06
    86     2.9452E+05  2.8725E+05     2.5001E-02     3.8083E+04     1.5233E+06
    87     2.8725E+05  2.7324E+05     4.9999E-02     7.3828E+04     1.4766E+06
    88     2.7324E+05  2.4724E+05     1.0000E-01     1.4222E+05     1.4222E+06
    89     2.4724E+05  2.3518E+05     5.0001E-02     6.8505E+04     1.3701E+06
    90     2.3518E+05  2.2371E+05     4.9997E-02     6.6782E+04     1.3357E+06
    91     2.2371E+05  2.1280E+05     5.0003E-02     6.4635E+04     1.2926E+06
