  GROUP      UPPER       LOWER         LETHARGY         DATA        DATA/LETHARGY

     1     2.0000E+07  1.9900E+07     5.0125E-03     3.1440E-12     6.2723E-10
     2     1.9900E+07  1.9800E+07     5.0378E-03     2.1600E-12     4.2876E-10
     3     1.9800E+07  1.9700E+07     5.0633E-03     0.0000E+00     0.0000E+00
     4     1.9700E+07  1.9600E+07     5.0891E-03     5.9240E-12     1.1641E-09
     5     1.9600E+07  1.9500E+07     5.1151E-03     2.1370E-12     4.1778E-10
     6     1.9500E+07  1.9400E+07     5.1414E-03     0.0000E+00     0.0000E+00
     7     1.9400E+07  1.9300E+07     5.1680E-03     7.9880E-12     1.5457E-09
     8     1.9300E+07  1.9200E+07     5.1948E-03     0.0000E+00     0.0000E+00
     9     1.9200E+07  1.9100E+07     5.2219E-03     3.8820E-12     7.4340E-10
    10     1.9100E+07  1.9000E+07     5.2494E-03     0.0000E+00     0.0000E+00
    11     1.9000E+07  1.8900E+07     5.2771E-03     4.4900E-13     8.5085E-11
    12     1.8900E+07  1.8800E+07     5.3051E-03     1.0950E-11     2.0641E-09
    13     1.8800E+07  1.8700E+07     5.3333E-03     5.1070E-12     9.5756E-10
    14     1.8700E+07  1.8600E+07     5.3619E-03     4.3430E-12     8.0997E-10
    15     1.8600E+07  1.8500E+07     5.3908E-03     5.3790E-12     9.9780E-10
    16     1.8500E+07  1.8400E+07     5.4201E-03     7.0180E-12     1.2948E-09
    17     1.8400E+07  1.8300E+07     5.4496E-03     5.0130E-12     9.1988E-10
    18     1.8300E+07  1.8200E+07     5.4795E-03     1.1620E-11     2.1206E-09
    19     1.8200E+07  1.8100E+07     5.5097E-03     1.5070E-11     2.7352E-09
    20     1.8100E+07  1.8000E+07     5.5402E-03     1.0580E-11     1.9097E-09
    21     1.8000E+07  1.7900E+07     5.5710E-03     2.4100E-11     4.3259E-09
    22     1.7900E+07  1.7800E+07     5.6023E-03     2.6930E-11     4.8070E-09
    23     1.7800E+07  1.7700E+07     5.6338E-03     1.5180E-11     2.6944E-09
    24     1.7700E+07  1.7600E+07     5.6657E-03     1.8250E-11     3.2211E-09
    25     1.7600E+07  1.7500E+07     5.6980E-03     8.5840E-12     1.5065E-09
    26     1.7500E+07  1.7400E+07     5.7307E-03     3.3470E-11     5.8405E-09
    27     1.7400E+07  1.7300E+07     5.7637E-03     1.0600E-11     1.8391E-09
    28     1.7300E+07  1.7200E+07     5.7971E-03     3.9810E-11     6.8672E-09
    29     1.7200E+07  1.7100E+07     5.8309E-03     1.8500E-11     3.1727E-09
    30     1.7100E+07  1.7000E+07     5.8651E-03     3.6920E-11     6.2948E-09
    31     1.7000E+07  1.6900E+07     5.8997E-03     3.2640E-11     5.5325E-09
