  GROUP      UPPER       LOWER         LETHARGY         DATA        DATA/LETHARGY

     1     1.9640E+07  1.7332E+07     1.2500E-01     0.0000E+00     0.0000E+00
     2     1.7332E+07  1.6905E+07     2.4998E-02     0.0000E+00     0.0000E+00
     3     1.6905E+07  1.6487E+07     2.5001E-02     0.0000E+00     0.0000E+00
     4     1.6487E+07  1.5683E+07     5.0001E-02     0.0000E+00     0.0000E+00
     5     1.5683E+07  1.4918E+07     5.0002E-02     6.8600E-03     1.3720E-01
     6     1.4918E+07  1.4550E+07     2.4998E-02     7.8400E-01     3.1363E+01
     7     1.4550E+07  1.4191E+07     2.4997E-02     9.2300E-02     3.6924E+00
     8     1.4191E+07  1.3840E+07     2.5002E-02     4.6500E-03     1.8598E-01
     9     1.3840E+07  1.3499E+07     2.4999E-02     3.2300E-03     1.2921E-01
    10     1.3499E+07  1.2840E+07     4.9997E-02     6.1900E-03     1.2381E-01
    11     1.2840E+07  1.2523E+07     2.5006E-02     2.0200E-03     8.0781E-02
    12     1.2523E+07  1.2214E+07     2.5000E-02     1.5500E-03     6.2000E-02
    13     1.2214E+07  1.1618E+07     5.0001E-02     2.2089E-03     4.4177E-02
    14     1.1618E+07  1.1052E+07     4.9997E-02     1.8921E-03     3.7844E-02
    15     1.1052E+07  1.0513E+07     5.0000E-02     1.7800E-03     3.5600E-02
    16     1.0513E+07  1.0000E+07     4.9999E-02     1.6890E-03     3.3781E-02
    17     1.0000E+07  9.5123E+06     5.0000E-02     1.6000E-03     3.2000E-02
    18     9.5123E+06  9.0484E+06     5.0000E-02     1.5601E-03     3.1202E-02
    19     9.0484E+06  8.6071E+06     5.0000E-02     1.5200E-03     3.0400E-02
    20     8.6071E+06  8.1873E+06     5.0000E-02     1.9599E-03     3.9198E-02
    21     8.1873E+06  7.7880E+06     5.0000E-02     1.9400E-03     3.8800E-02
    22     7.7880E+06  7.4082E+06     5.0001E-02     2.1602E-03     4.3204E-02
    23     7.4082E+06  7.0469E+06     5.0000E-02     2.3300E-03     4.6600E-02
    24     7.0469E+06  6.7032E+06     5.0000E-02     2.0799E-03     4.1598E-02
    25     6.7032E+06  6.5924E+06     1.6666E-02     6.3394E-04     3.8038E-02
    26     6.5924E+06  6.3763E+06     3.3334E-02     1.2202E-03     3.6605E-02
    27     6.3763E+06  6.0653E+06     4.9999E-02     1.6498E-03     3.2997E-02
    28     6.0653E+06  5.7695E+06     5.0000E-02     1.5201E-03     3.0402E-02
    29     5.7695E+06  5.4881E+06     5.0000E-02     1.5599E-03     3.1198E-02
    30     5.4881E+06  5.2205E+06     5.0000E-02     1.4803E-03     2.9606E-02
    31     5.2205E+06  4.9658E+06     5.0001E-02     1.3901E-03     2.7801E-02
    32     4.9658E+06  4.7237E+06     4.9998E-02     1.4199E-03     2.8399E-02
    33     4.7237E+06  4.4933E+06     5.0001E-02     1.4599E-03     2.9197E-02
    34     4.4933E+06  4.0657E+06     9.9999E-02     2.8599E-03     2.8599E-02
    35     4.0657E+06  3.6788E+06     1.0000E-01     2.6601E-03     2.6600E-02
    36     3.6788E+06  3.3287E+06     9.9999E-02     2.5299E-03     2.5299E-02
    37     3.3287E+06  3.1664E+06     4.9999E-02     1.2903E-03     2.5807E-02
    38     3.1664E+06  3.0119E+06     5.0001E-02     1.3094E-03     2.6187E-02
    39     3.0119E+06  2.8650E+06     4.9999E-02     1.3399E-03     2.6799E-02
    40     2.8650E+06  2.7253E+06     5.0000E-02     1.3703E-03     2.7406E-02
    41     2.7253E+06  2.5924E+06     5.0002E-02     1.3902E-03     2.7803E-02
    42     2.5924E+06  2.4660E+06     4.9999E-02     1.4003E-03     2.8007E-02
    43     2.4660E+06  2.3851E+06     3.3332E-02     9.1849E-04     2.7556E-02
    44     2.3851E+06  2.3653E+06     8.3361E-03     2.3382E-04     2.8049E-02
    45     2.3653E+06  2.3457E+06     8.3337E-03     2.3636E-04     2.8362E-02
    46     2.3457E+06  2.3069E+06     1.6666E-02     4.5564E-04     2.7339E-02
    47     2.3069E+06  2.2313E+06     3.3333E-02     9.1836E-04     2.7551E-02
    48     2.2313E+06  2.1225E+06     4.9999E-02     1.3603E-03     2.7206E-02
    49     2.1225E+06  2.0190E+06     4.9998E-02     1.3801E-03     2.7603E-02
    50     2.0190E+06  1.9205E+06     5.0002E-02     1.3596E-03     2.7191E-02
    51     1.9205E+06  1.8268E+06     4.9998E-02     1.3594E-03     2.7189E-02
    52     1.8268E+06  1.7377E+06     5.0002E-02     1.3400E-03     2.6799E-02
    53     1.7377E+06  1.6530E+06     5.0000E-02     1.3308E-03     2.6616E-02
    54     1.6530E+06  1.5724E+06     5.0002E-02     1.3503E-03     2.7005E-02
    55     1.5724E+06  1.4957E+06     4.9996E-02     1.3297E-03     2.6596E-02
    56     1.4957E+06  1.4227E+06     5.0003E-02     1.3391E-03     2.6780E-02
    57     1.4227E+06  1.3534E+06     5.0002E-02     1.2817E-03     2.5633E-02
    58     1.3534E+06  1.2874E+06     4.9997E-02     1.2281E-03     2.4563E-02
    59     1.2874E+06  1.2246E+06     5.0004E-02     1.2318E-03     2.4634E-02
    60     1.2246E+06  1.1648E+06     4.9998E-02     1.2284E-03     2.4569E-02
    61     1.1648E+06  1.1080E+06     5.0000E-02     1.1802E-03     2.3604E-02
    62     1.1080E+06  1.0026E+06     9.9997E-02     2.2816E-03     2.2817E-02
    63     1.0026E+06  9.6167E+05     4.1668E-02     9.1129E-04     2.1870E-02
    64     9.6167E+05  9.0718E+05     5.8333E-02     1.2507E-03     2.1441E-02
    65     9.0718E+05  8.6294E+05     5.0000E-02     1.0401E-03     2.0802E-02
    66     8.6294E+05  8.2085E+05     5.0000E-02     1.0299E-03     2.0598E-02
    67     8.2085E+05  7.8082E+05     5.0000E-02     1.0001E-03     2.0002E-02
    68     7.8082E+05  7.4274E+05     5.0000E-02     9.5802E-04     1.9160E-02
    69     7.4274E+05  7.0651E+05     5.0000E-02     8.9785E-04     1.7957E-02
    70     7.0651E+05  6.7206E+05     5.0000E-02     8.5017E-04     1.7003E-02
    71     6.7206E+05  6.3928E+05     4.9999E-02     8.2090E-04     1.6418E-02
    72     6.3928E+05  6.0810E+05     5.0000E-02     7.8795E-04     1.5759E-02
    73     6.0810E+05  5.7844E+05     5.0001E-02     7.5795E-04     1.5159E-02
    74     5.7844E+05  5.5023E+05     5.0000E-02     7.2103E-04     1.4421E-02
    75     5.5023E+05  5.2340E+05     5.0000E-02     6.8713E-04     1.3743E-02
