  GROUP      UPPER       LOWER         LETHARGY         DATA        DATA/LETHARGY

     1     2.0000E+07  1.9100E+07     4.6044E-02     2.1455E-06     4.6597E-05
     2     1.9100E+07  1.7900E+07     6.4888E-02     6.0124E-06     9.2659E-05
     3     1.7900E+07  1.6900E+07     5.7487E-02     1.0638E-05     1.8505E-04
     4     1.6900E+07  1.5900E+07     6.0995E-02     2.1185E-05     3.4733E-04
     5     1.5900E+07  1.4600E+07     8.5298E-02     6.1493E-05     7.2092E-04
     6     1.4600E+07  1.4050E+07     3.8399E-02     4.7771E-05     1.2441E-03
     7     1.4050E+07  1.3550E+07     3.6236E-02     6.2139E-05     1.7148E-03
     8     1.3550E+07  1.3050E+07     3.7598E-02     8.7463E-05     2.3262E-03
     9     1.3050E+07  1.2550E+07     3.9067E-02     1.2292E-04     3.1464E-03
    10     1.2550E+07  1.2050E+07     4.0656E-02     1.7245E-04     4.2417E-03
    11     1.2050E+07  1.1550E+07     4.2379E-02     2.4166E-04     5.7023E-03
    12     1.1550E+07  1.1050E+07     4.4255E-02     3.3829E-04     7.6441E-03
    13     1.1050E+07  1.0550E+07     4.6305E-02     4.7330E-04     1.0221E-02
    14     1.0550E+07  1.0050E+07     4.8553E-02     6.6214E-04     1.3637E-02
    15     1.0050E+07  9.5500E+06     5.1031E-02     9.2607E-04     1.8147E-02
    16     9.5500E+06  9.0500E+06     5.3776E-02     1.2935E-03     2.4053E-02
    17     9.0500E+06  8.5500E+06     5.6833E-02     1.8053E-03     3.1765E-02
    18     8.5500E+06  8.0500E+06     6.0259E-02     2.5189E-03     4.1801E-02
    19     8.0500E+06  7.5500E+06     6.4125E-02     3.5150E-03     5.4815E-02
    20     7.5500E+06  7.0500E+06     6.8520E-02     4.9040E-03     7.1570E-02
    21     7.0500E+06  6.5500E+06     7.3563E-02     6.8292E-03     9.2835E-02
    22     6.5500E+06  6.0500E+06     7.9407E-02     9.4797E-03     1.1938E-01
    23     6.0500E+06  5.5500E+06     8.6260E-02     1.3109E-02     1.5197E-01
    24     5.5500E+06  5.0500E+06     9.4410E-02     1.8047E-02     1.9116E-01
    25     5.0500E+06  4.7500E+06     6.1244E-02     1.3905E-02     2.2704E-01
    26     4.7500E+06  4.4500E+06     6.5241E-02     1.6774E-02     2.5711E-01
    27     4.4500E+06  4.1500E+06     6.9796E-02     2.0191E-02     2.8929E-01
    28     4.1500E+06  3.8500E+06     7.5035E-02     2.4229E-02     3.2290E-01
    29     3.8500E+06  3.5500E+06     8.1126E-02     2.8963E-02     3.5701E-01
    30     3.5500E+06  3.2500E+06     8.8293E-02     3.4439E-02     3.9006E-01
    31     3.2500E+06  2.9500E+06     9.6850E-02     4.0732E-02     4.2057E-01
    32     2.9500E+06  2.7500E+06     7.0204E-02     3.1044E-02     4.4220E-01
    33     2.7500E+06  2.5500E+06     7.5508E-02     3.4445E-02     4.5618E-01
    34     2.5500E+06  2.3500E+06     8.1678E-02     3.8079E-02     4.6621E-01
    35     2.3500E+06  2.1500E+06     8.8947E-02     4.1952E-02     4.7165E-01
    36     2.1500E+06  1.9500E+06     9.7638E-02     4.6031E-02     4.7144E-01
    37     1.9500E+06  1.8500E+06     5.2644E-02     2.4588E-02     4.6706E-01
    38     1.8500E+06  1.7500E+06     5.5570E-02     2.5644E-02     4.6147E-01
    39     1.7500E+06  1.6500E+06     5.8841E-02     2.6707E-02     4.5389E-01
    40     1.6500E+06  1.5500E+06     6.2520E-02     2.7745E-02     4.4378E-01
    41     1.5500E+06  1.4500E+06     6.6691E-02     2.8769E-02     4.3138E-01
    42     1.4500E+06  1.3500E+06     7.1459E-02     2.9755E-02     4.1639E-01
    43     1.3500E+06  1.2500E+06     7.6961E-02     3.0678E-02     3.9862E-01
    44     1.2500E+06  1.1500E+06     8.3382E-02     3.1531E-02     3.7815E-01
    45     1.1500E+06  1.0500E+06     9.0972E-02     3.2282E-02     3.5486E-01
    46     1.0500E+06  9.5500E+05     9.4834E-02     3.1245E-02     3.2947E-01
    47     9.5500E+05  9.0500E+05     5.3776E-02     1.6627E-02     3.0919E-01
    48     9.0500E+05  8.5500E+05     5.6833E-02     1.6725E-02     2.9428E-01
    49     8.5500E+05  8.0500E+05     6.0259E-02     1.6793E-02     2.7868E-01
    50     8.0500E+05  7.5500E+05     6.4125E-02     1.6831E-02     2.6247E-01
    51     7.5500E+05  7.0500E+05     6.8520E-02     1.6837E-02     2.4572E-01
    52     7.0500E+05  6.5500E+05     7.3563E-02     1.6802E-02     2.2840E-01
    53     6.5500E+05  6.0500E+05     7.9407E-02     1.6720E-02     2.1056E-01
    54     6.0500E+05  5.5500E+05     8.6260E-02     1.6587E-02     1.9229E-01
    55     5.5500E+05  5.0500E+05     9.4410E-02     1.6390E-02     1.7361E-01
    56     5.0500E+05  4.5500E+05     1.0426E-01     1.6138E-02     1.5478E-01
    57     4.5500E+05  4.0500E+05     1.1641E-01     1.5795E-02     1.3568E-01
    58     4.0500E+05  3.5500E+05     1.3177E-01     1.5352E-02     1.1651E-01
    59     3.5500E+05  3.0500E+05     1.5181E-01     1.4793E-02     9.7447E-02
    60     3.0500E+05  2.5500E+05     1.7905E-01     1.4090E-02     7.8694E-02
    61     2.5500E+05  2.2500E+05     1.2516E-01     8.0411E-03     6.4245E-02
    62     2.2500E+05  1.9500E+05     1.4310E-01     7.6730E-03     5.3620E-02
    63     1.9500E+05  1.6500E+05     1.6705E-01     7.2473E-03     4.3383E-02
    64     1.6500E+05  1.3500E+05     2.0067E-01     6.7495E-03     3.3635E-02
    65     1.3500E+05  1.1500E+05     1.6034E-01     4.1777E-03     2.6055E-02
    66     1.1500E+05  9.5000E+04     1.9106E-01     3.8803E-03     2.0310E-02
    67     9.5000E+04  7.5000E+04     2.3639E-01     3.5380E-03     1.4967E-02
    68     7.5000E+04  5.5000E+04     3.1015E-01     3.1338E-03     1.0104E-02
    69     5.5000E+04  3.5000E+04     4.5199E-01     2.6389E-03     5.8385E-03
    70     3.5000E+04  1.5000E+04     8.4730E-01     1.9806E-03     2.3375E-03
  TOTAL                                              1.0000E+00
