  GROUP      UPPER       LOWER         LETHARGY         DATA        DATA/LETHARGY

     1     1.9640E+07  1.7333E+07     1.2496E-01     2.1195E-09     1.6962E-08
     2     1.7333E+07  1.4918E+07     1.5004E-01     7.3562E-09     4.9027E-08
     3     1.4918E+07  1.3840E+07     7.5006E-02     6.6434E-09     8.8572E-08
     4     1.3840E+07  1.1618E+07     1.7501E-01     4.4733E-08     2.5561E-07
     5     1.1618E+07  1.0000E+07     1.4997E-01     1.3974E-07     9.3178E-07
     6     1.0000E+07  8.1873E+06     2.0000E-01     6.6427E-07     3.3213E-06
     7     8.1873E+06  6.7032E+06     2.0000E-01     2.1395E-06     1.0698E-05
     8     6.7032E+06  6.0653E+06     1.0000E-01     2.2273E-06     2.2273E-05
     9     6.0653E+06  5.4881E+06     1.0000E-01     3.2759E-06     3.2758E-05
    10     5.4881E+06  4.4933E+06     1.9999E-01     1.2148E-05     6.0742E-05
    11     4.4933E+06  3.6788E+06     2.0000E-01     2.1634E-05     1.0817E-04
    12     3.6788E+06  3.0119E+06     2.0002E-01     3.8009E-05     1.9003E-04
    13     3.0119E+06  2.4660E+06     1.9997E-01     6.6714E-05     3.3361E-04
    14     2.4660E+06  2.2313E+06     1.0001E-01     4.6694E-05     4.6688E-04
    15     2.2313E+06  2.0190E+06     9.9982E-02     4.8116E-05     4.8125E-04
    16     2.0190E+06  1.6530E+06     2.0001E-01     1.2262E-04     6.1307E-04
    17     1.6530E+06  1.3534E+06     1.9997E-01     1.7867E-04     8.9348E-04
    18     1.3534E+06  1.2246E+06     1.0001E-01     1.0995E-04     1.0994E-03
    19     1.2246E+06  1.1080E+06     1.0006E-01     1.3571E-04     1.3563E-03
    20     1.1080E+06  1.0026E+06     9.9960E-02     1.2046E-04     1.2051E-03
    21     1.0026E+06  9.0718E+05     1.0001E-01     1.3537E-04     1.3536E-03
    22     9.0718E+05  8.2085E+05     1.0000E-01     2.1412E-04     2.1412E-03
    23     8.2085E+05  6.0810E+05     3.0000E-01     1.0977E-03     3.6590E-03
    24     6.0810E+05  5.5023E+05     1.0000E-01     5.4135E-04     5.4133E-03
    25     5.5023E+05  4.9787E+05     9.9997E-02     6.4902E-04     6.4904E-03
    26     4.9787E+05  4.5049E+05     1.0000E-01     6.1973E-04     6.1971E-03
    27     4.5049E+05  4.0762E+05     1.0000E-01     4.2334E-04     4.2334E-03
    28     4.0762E+05  3.0197E+05     3.0001E-01     2.4263E-03     8.0875E-03
    29     3.0197E+05  2.7324E+05     9.9977E-02     1.3069E-03     1.3072E-02
    30     2.7324E+05  2.4724E+05     9.9991E-02     1.4186E-03     1.4187E-02
    31     2.4724E+05  1.8316E+05     3.0000E-01     4.4656E-03     1.4885E-02
    32     1.8316E+05  1.2277E+05     4.0005E-01     9.6172E-03     2.4040E-02
    33     1.2277E+05  1.1109E+05     9.9972E-02     3.0123E-03     3.0131E-02
    34     1.1109E+05  8.2297E+04     3.0001E-01     9.6104E-03     3.2034E-02
    35     8.2297E+04  6.7379E+04     2.0000E-01     9.3548E-03     4.6774E-02
    36     6.7379E+04  5.5166E+04     1.9999E-01     9.5136E-03     4.7571E-02
    37     5.5166E+04  4.0868E+04     3.0000E-01     1.5842E-02     5.2807E-02
    38     4.0868E+04  3.6979E+04     9.9997E-02     6.2358E-03     6.2360E-02
    39     3.6979E+04  2.9283E+04     2.3334E-01     1.3413E-02     5.7482E-02
    40     2.9283E+04  2.7394E+04     6.6683E-02     1.9695E-03     2.9535E-02
    41     2.7394E+04  2.4788E+04     9.9964E-02     1.1557E-02     1.1561E-01
    42     2.4788E+04  1.6616E+04     3.9999E-01     3.9895E-02     9.9739E-02
    43     1.6616E+04  1.5034E+04     1.0005E-01     7.5105E-03     7.5066E-02
    44     1.5034E+04  1.1138E+04     2.9995E-01     3.4332E-02     1.1446E-01
    45     1.1138E+04  9.1188E+03     2.0002E-01     2.6514E-02     1.3255E-01
    46     9.1188E+03  7.4659E+03     1.9999E-01     2.0123E-02     1.0062E-01
    47     7.4659E+03  5.5308E+03     3.0001E-01     3.9238E-02     1.3079E-01
    48     5.5308E+03  5.0045E+03     9.9995E-02     1.4647E-02     1.4648E-01
    49     5.0045E+03  3.5266E+03     3.5000E-01     4.4025E-02     1.2578E-01
    50     3.5266E+03  3.3546E+03     5.0002E-02     4.4516E-03     8.9029E-02
    51     3.3546E+03  2.2487E+03     3.9998E-01     2.3975E-02     5.9940E-02
    52     2.2487E+03  2.0347E+03     1.0000E-01     2.0473E-02     2.0472E-01
    53     2.0347E+03  1.5073E+03     3.0003E-01     9.6358E-02     3.2116E-01
    54     1.5073E+03  1.4338E+03     4.9992E-02     1.9318E-02     3.8642E-01
    55     1.4338E+03  1.2341E+03     1.4999E-01     5.7058E-02     3.8042E-01
    56     1.2341E+03  1.0104E+03     2.0000E-01     6.6247E-02     3.3124E-01
    57     1.0104E+03  9.1424E+02     1.0001E-01     3.4205E-02     3.4202E-01
    58     9.1424E+02  7.4852E+02     2.0000E-01     6.4519E-02     3.2260E-01
    59     7.4852E+02  6.7729E+02     9.9998E-02     3.1167E-02     3.1168E-01
    60     6.7729E+02  4.5400E+02     4.0000E-01     1.0151E-01     2.5377E-01
    61     4.5400E+02  3.7170E+02     2.0001E-01     3.7720E-02     1.8859E-01
    62     3.7170E+02  3.0432E+02     2.0001E-01     2.1477E-02     1.0738E-01
    63     3.0432E+02  2.0399E+02     4.0001E-01     4.6932E-02     1.1733E-01
    64     2.0399E+02  1.4863E+02     3.1661E-01     2.1562E-02     6.8103E-02
    65     1.4863E+02  1.3674E+02     8.3379E-02     4.4486E-03     5.3354E-02
    66     1.3674E+02  9.1661E+01     3.9998E-01     1.2554E-02     3.1386E-02
    67     9.1661E+01  7.5674E+01     1.9166E-01     2.3540E-03     1.2282E-02
    68     7.5674E+01  6.7904E+01     1.0834E-01     7.9126E-04     7.3035E-03
    69     6.7904E+01  5.5595E+01     2.0000E-01     7.4154E-04     3.7077E-03
    70     5.5595E+01  5.1578E+01     7.4998E-02     1.9108E-04     2.5478E-03
    71     5.1578E+01  4.8252E+01     6.6658E-02     1.3868E-04     2.0805E-03
    72     4.8252E+01  4.5517E+01     5.8351E-02     1.0959E-04     1.8781E-03
    73     4.5517E+01  4.0169E+01     1.2499E-01     1.4661E-04     1.1730E-03
    74     4.0169E+01  3.7267E+01     7.4987E-02     6.4949E-05     8.6613E-04
    75     3.7267E+01  3.3720E+01     1.0002E-01     3.9881E-05     3.9874E-04
    76     3.3720E+01  3.0511E+01     1.0000E-01     5.7661E-05     5.7659E-04
    77     3.0511E+01  2.7608E+01     9.9982E-02     5.9885E-05     5.9896E-04
    78     2.7608E+01  2.4980E+01     1.0003E-01     4.6446E-05     4.6432E-04
    79     2.4980E+01  2.2603E+01     9.9993E-02     4.5858E-05     4.5861E-04
