  GROUP      UPPER       LOWER         LETHARGY         DATA        DATA/LETHARGY

     1     6.2000E+05  6.1900E+05     1.6142E-03     0.0000E+00     0.0000E+00
     2     6.1900E+05  6.1800E+05     1.6168E-03     0.0000E+00     0.0000E+00
     3     6.1800E+05  6.1700E+05     1.6194E-03     0.0000E+00     0.0000E+00
     4     6.1700E+05  6.1600E+05     1.6221E-03     0.0000E+00     0.0000E+00
     5     6.1600E+05  6.1500E+05     1.6247E-03     0.0000E+00     0.0000E+00
     6     6.1500E+05  6.1400E+05     1.6273E-03     5.6665E-04     3.4821E-01
     7     6.1400E+05  6.1300E+05     1.6300E-03     7.0230E-04     4.3086E-01
     8     6.1300E+05  6.1200E+05     1.6327E-03     9.1870E-04     5.6270E-01
     9     6.1200E+05  6.1100E+05     1.6353E-03     1.1809E-03     7.2212E-01
    10     6.1100E+05  6.1000E+05     1.6380E-03     1.4624E-03     8.9280E-01
    11     6.1000E+05  6.0900E+05     1.6407E-03     1.6703E-03     1.0180E+00
    12     6.0900E+05  6.0800E+05     1.6434E-03     1.8232E-03     1.1094E+00
    13     6.0800E+05  6.0700E+05     1.6461E-03     1.9358E-03     1.1760E+00
    14     6.0700E+05  6.0600E+05     1.6488E-03     2.0344E-03     1.2339E+00
    15     6.0600E+05  6.0500E+05     1.6515E-03     2.1120E-03     1.2788E+00
    16     6.0500E+05  6.0400E+05     1.6543E-03     2.1753E-03     1.3150E+00
    17     6.0400E+05  6.0300E+05     1.6570E-03     2.2519E-03     1.3590E+00
    18     6.0300E+05  6.0200E+05     1.6598E-03     2.3009E-03     1.3863E+00
    19     6.0200E+05  6.0100E+05     1.6625E-03     2.3640E-03     1.4219E+00
    20     6.0100E+05  6.0000E+05     1.6653E-03     2.4026E-03     1.4428E+00
    21     6.0000E+05  5.9900E+05     1.6681E-03     2.4716E-03     1.4817E+00
    22     5.9900E+05  5.9800E+05     1.6708E-03     2.5253E-03     1.5114E+00
    23     5.9800E+05  5.9700E+05     1.6736E-03     2.5702E-03     1.5357E+00
    24     5.9700E+05  5.9600E+05     1.6764E-03     2.6206E-03     1.5632E+00
    25     5.9600E+05  5.9500E+05     1.6793E-03     2.6419E-03     1.5733E+00
    26     5.9500E+05  5.9400E+05     1.6821E-03     2.6720E-03     1.5885E+00
