  GROUP      UPPER       LOWER         LETHARGY         DATA        DATA/LETHARGY

     1     1.9640E+07  1.7332E+07     1.2500E-01     9.2086E-01     7.3669E+00
     2     1.7332E+07  1.6905E+07     2.4998E-02     4.1482E+01     1.6594E+03
     3     1.6905E+07  1.6487E+07     2.5001E-02     2.3225E+03     9.2895E+04
     4     1.6487E+07  1.5683E+07     5.0001E-02     1.6420E+06     3.2840E+07
     5     1.5683E+07  1.4918E+07     5.0002E-02     1.2829E+08     2.5657E+09
     6     1.4918E+07  1.4550E+07     2.4998E-02     1.8118E+08     7.2478E+09
     7     1.4550E+07  1.4191E+07     2.4997E-02     6.5800E+07     2.6323E+09
     8     1.4191E+07  1.3840E+07     2.5002E-02     7.3240E+06     2.9293E+08
     9     1.3840E+07  1.3499E+07     2.4999E-02     2.7415E+06     1.0967E+08
    10     1.3499E+07  1.2840E+07     4.9997E-02     2.4343E+06     4.8689E+07
    11     1.2840E+07  1.2523E+07     2.5006E-02     7.7514E+05     3.0998E+07
    12     1.2523E+07  1.2214E+07     2.5000E-02     5.4843E+05     2.1937E+07
    13     1.2214E+07  1.1618E+07     5.0001E-02     7.9682E+05     1.5936E+07
    14     1.1618E+07  1.1052E+07     4.9997E-02     7.9721E+05     1.5945E+07
    15     1.1052E+07  1.0513E+07     5.0000E-02     7.9596E+05     1.5919E+07
    16     1.0513E+07  1.0000E+07     4.9999E-02     7.5621E+05     1.5125E+07
    17     1.0000E+07  9.5123E+06     5.0000E-02     9.0945E+05     1.8189E+07
    18     9.5123E+06  9.0484E+06     5.0000E-02     8.0017E+05     1.6003E+07
    19     9.0484E+06  8.6071E+06     5.0000E-02     6.8516E+05     1.3703E+07
    20     8.6071E+06  8.1873E+06     5.0000E-02     6.5027E+05     1.3005E+07
    21     8.1873E+06  7.7880E+06     5.0000E-02     6.0491E+05     1.2098E+07
    22     7.7880E+06  7.4082E+06     5.0001E-02     6.9710E+05     1.3942E+07
    23     7.4082E+06  7.0469E+06     5.0000E-02     6.6961E+05     1.3392E+07
    24     7.0469E+06  6.7032E+06     5.0000E-02     7.0112E+05     1.4022E+07
    25     6.7032E+06  6.5924E+06     1.6666E-02     2.6607E+05     1.5965E+07
    26     6.5924E+06  6.3763E+06     3.3334E-02     6.1650E+05     1.8495E+07
    27     6.3763E+06  6.0653E+06     4.9999E-02     1.0988E+06     2.1976E+07
    28     6.0653E+06  5.7695E+06     5.0000E-02     1.1728E+06     2.3456E+07
    29     5.7695E+06  5.4881E+06     5.0000E-02     1.0886E+06     2.1772E+07
    30     5.4881E+06  5.2205E+06     5.0000E-02     1.0096E+06     2.0192E+07
    31     5.2205E+06  4.9658E+06     5.0001E-02     1.0342E+06     2.0684E+07
    32     4.9658E+06  4.7237E+06     4.9998E-02     1.0714E+06     2.1429E+07
    33     4.7237E+06  4.4933E+06     5.0001E-02     1.1228E+06     2.2456E+07
    34     4.4933E+06  4.0657E+06     9.9999E-02     2.5337E+06     2.5337E+07
    35     4.0657E+06  3.6788E+06     1.0000E-01     2.9866E+06     2.9865E+07
    36     3.6788E+06  3.3287E+06     9.9999E-02     3.1564E+06     3.1564E+07
    37     3.3287E+06  3.1664E+06     4.9999E-02     1.6048E+06     3.2097E+07
    38     3.1664E+06  3.0119E+06     5.0001E-02     1.5478E+06     3.0955E+07
    39     3.0119E+06  2.8650E+06     4.9999E-02     1.4531E+06     2.9063E+07
    40     2.8650E+06  2.7253E+06     5.0000E-02     1.4422E+06     2.8844E+07
    41     2.7253E+06  2.5924E+06     5.0002E-02     1.5023E+06     3.0045E+07
    42     2.5924E+06  2.4660E+06     4.9999E-02     1.6709E+06     3.3419E+07
    43     2.4660E+06  2.3851E+06     3.3332E-02     1.1537E+06     3.4613E+07
    44     2.3851E+06  2.3653E+06     8.3361E-03     1.7452E+06     2.0935E+08
    45     2.3653E+06  2.3457E+06     8.3337E-03     1.7375E+06     2.0849E+08
    46     2.3457E+06  2.3069E+06     1.6666E-02     2.0108E+06     1.2065E+08
    47     2.3069E+06  2.2313E+06     3.3333E-02     1.0976E+06     3.2928E+07
    48     2.2313E+06  2.1225E+06     4.9999E-02     1.5443E+06     3.0887E+07
    49     2.1225E+06  2.0190E+06     4.9998E-02     1.4889E+06     2.9779E+07
    50     2.0190E+06  1.9205E+06     5.0002E-02     1.4764E+06     2.9527E+07
    51     1.9205E+06  1.8268E+06     4.9998E-02     1.4804E+06     2.9609E+07
    52     1.8268E+06  1.7377E+06     5.0002E-02     1.4950E+06     2.9899E+07
    53     1.7377E+06  1.6530E+06     5.0000E-02     1.5258E+06     3.0516E+07
    54     1.6530E+06  1.5724E+06     5.0002E-02     1.5714E+06     3.1427E+07
    55     1.5724E+06  1.4957E+06     4.9996E-02     1.6259E+06     3.2520E+07
    56     1.4957E+06  1.4227E+06     5.0003E-02     3.9094E+06     7.8183E+07
    57     1.4227E+06  1.3534E+06     5.0002E-02     1.6334E+06     3.2667E+07
    58     1.3534E+06  1.2874E+06     4.9997E-02     1.6753E+06     3.3508E+07
    59     1.2874E+06  1.2246E+06     5.0004E-02     4.2961E+06     8.5915E+07
    60     1.2246E+06  1.1648E+06     4.9998E-02     1.6121E+06     3.2243E+07
    61     1.1648E+06  1.1080E+06     5.0000E-02     4.2838E+06     8.5676E+07
    62     1.1080E+06  1.0026E+06     9.9997E-02     2.9371E+06     2.9372E+07
    63     1.0026E+06  9.6167E+05     4.1668E-02     1.1979E+06     2.8748E+07
    64     9.6167E+05  9.0718E+05     5.8333E-02     1.6493E+06     2.8274E+07
    65     9.0718E+05  8.6294E+05     5.0000E-02     1.4250E+06     2.8500E+07
    66     8.6294E+05  8.2085E+05     5.0000E-02     1.4244E+06     2.8488E+07
    67     8.2085E+05  7.8082E+05     5.0000E-02     1.4030E+06     2.8060E+07
    68     7.8082E+05  7.4274E+05     5.0000E-02     1.3736E+06     2.7472E+07
    69     7.4274E+05  7.0651E+05     5.0000E-02     1.3452E+06     2.6904E+07
