  GROUP      UPPER       LOWER         LETHARGY         DATA        DATA/LETHARGY

     1     1.9640E+07  1.7332E+07     1.2500E-01     6.6204E-01     5.2963E+00
     2     1.7332E+07  1.6905E+07     2.4998E-02     3.4982E+01     1.3994E+03
     3     1.6905E+07  1.6487E+07     2.5001E-02     1.4088E+03     5.6349E+04
     4     1.6487E+07  1.5683E+07     5.0001E-02     9.6655E+05     1.9331E+07
     5     1.5683E+07  1.4918E+07     5.0002E-02     7.5339E+07     1.5067E+09
     6     1.4918E+07  1.4550E+07     2.4998E-02     9.9807E+07     3.9926E+09
     7     1.4550E+07  1.4191E+07     2.4997E-02     3.3420E+07     1.3369E+09
     8     1.4191E+07  1.3840E+07     2.5002E-02     3.6271E+06     1.4507E+08
     9     1.3840E+07  1.3499E+07     2.4999E-02     1.2931E+06     5.1727E+07
    10     1.3499E+07  1.2840E+07     4.9997E-02     1.3950E+06     2.7901E+07
    11     1.2840E+07  1.2523E+07     2.5006E-02     4.3101E+05     1.7236E+07
    12     1.2523E+07  1.2214E+07     2.5000E-02     3.0424E+05     1.2170E+07
    13     1.2214E+07  1.1618E+07     5.0001E-02     3.9209E+05     7.8416E+06
    14     1.1618E+07  1.1052E+07     4.9997E-02     3.3734E+05     6.7472E+06
    15     1.1052E+07  1.0513E+07     5.0000E-02     3.2088E+05     6.4176E+06
    16     1.0513E+07  1.0000E+07     4.9999E-02     3.5111E+05     7.0223E+06
    17     1.0000E+07  9.5123E+06     5.0000E-02     4.1734E+05     8.3467E+06
    18     9.5123E+06  9.0484E+06     5.0000E-02     3.9231E+05     7.8462E+06
    19     9.0484E+06  8.6071E+06     5.0000E-02     3.0866E+05     6.1733E+06
    20     8.6071E+06  8.1873E+06     5.0000E-02     3.4131E+05     6.8262E+06
    21     8.1873E+06  7.7880E+06     5.0000E-02     3.6536E+05     7.3072E+06
    22     7.7880E+06  7.4082E+06     5.0001E-02     3.6111E+05     7.2221E+06
    23     7.4082E+06  7.0469E+06     5.0000E-02     3.4410E+05     6.8820E+06
    24     7.0469E+06  6.7032E+06     5.0000E-02     4.1374E+05     8.2748E+06
    25     6.7032E+06  6.5924E+06     1.6666E-02     1.6868E+05     1.0121E+07
    26     6.5924E+06  6.3763E+06     3.3334E-02     2.7185E+05     8.1553E+06
    27     6.3763E+06  6.0653E+06     4.9999E-02     4.4113E+05     8.8227E+06
    28     6.0653E+06  5.7695E+06     5.0000E-02     5.7132E+05     1.1426E+07
    29     5.7695E+06  5.4881E+06     5.0000E-02     5.0969E+05     1.0194E+07
    30     5.4881E+06  5.2205E+06     5.0000E-02     4.2388E+05     8.4776E+06
    31     5.2205E+06  4.9658E+06     5.0001E-02     4.7519E+05     9.5036E+06
    32     4.9658E+06  4.7237E+06     4.9998E-02     4.7991E+05     9.5985E+06
    33     4.7237E+06  4.4933E+06     5.0001E-02     4.3338E+05     8.6674E+06
    34     4.4933E+06  4.0657E+06     9.9999E-02     9.2378E+05     9.2379E+06
    35     4.0657E+06  3.6788E+06     1.0000E-01     9.8120E+05     9.8118E+06
    36     3.6788E+06  3.3287E+06     9.9999E-02     1.1103E+06     1.1103E+07
    37     3.3287E+06  3.1664E+06     4.9999E-02     5.9857E+05     1.1972E+07
    38     3.1664E+06  3.0119E+06     5.0001E-02     5.9568E+05     1.1913E+07
    39     3.0119E+06  2.8650E+06     4.9999E-02     6.1963E+05     1.2393E+07
    40     2.8650E+06  2.7253E+06     5.0000E-02     6.2009E+05     1.2402E+07
    41     2.7253E+06  2.5924E+06     5.0002E-02     6.2025E+05     1.2405E+07
    42     2.5924E+06  2.4660E+06     4.9999E-02     6.6017E+05     1.3204E+07
    43     2.4660E+06  2.3851E+06     3.3332E-02     4.7530E+05     1.4260E+07
    44     2.3851E+06  2.3653E+06     8.3361E-03     7.6641E+05     9.1939E+07
    45     2.3653E+06  2.3457E+06     8.3337E-03     7.6730E+05     9.2072E+07
    46     2.3457E+06  2.3069E+06     1.6666E-02     8.9794E+05     5.3878E+07
    47     2.3069E+06  2.2313E+06     3.3333E-02     5.1990E+05     1.5597E+07
    48     2.2313E+06  2.1225E+06     4.9999E-02     7.7118E+05     1.5424E+07
    49     2.1225E+06  2.0190E+06     4.9998E-02     7.4298E+05     1.4860E+07
    50     2.0190E+06  1.9205E+06     5.0002E-02     7.3971E+05     1.4794E+07
    51     1.9205E+06  1.8268E+06     4.9998E-02     7.5647E+05     1.5130E+07
    52     1.8268E+06  1.7377E+06     5.0002E-02     7.7143E+05     1.5428E+07
    53     1.7377E+06  1.6530E+06     5.0000E-02     7.8274E+05     1.5655E+07
    54     1.6530E+06  1.5724E+06     5.0002E-02     7.9289E+05     1.5857E+07
    55     1.5724E+06  1.4957E+06     4.9996E-02     8.0296E+05     1.6060E+07
    56     1.4957E+06  1.4227E+06     5.0003E-02     1.9316E+06     3.8630E+07
    57     1.4227E+06  1.3534E+06     5.0002E-02     8.1588E+05     1.6317E+07
    58     1.3534E+06  1.2874E+06     4.9997E-02     8.2258E+05     1.6453E+07
    59     1.2874E+06  1.2246E+06     5.0004E-02     2.1226E+06     4.2448E+07
    60     1.2246E+06  1.1648E+06     4.9998E-02     8.0929E+05     1.6186E+07
    61     1.1648E+06  1.1080E+06     5.0000E-02     2.1929E+06     4.3858E+07
    62     1.1080E+06  1.0026E+06     9.9997E-02     1.5886E+06     1.5886E+07
    63     1.0026E+06  9.6167E+05     4.1668E-02     6.7347E+05     1.6163E+07
    64     9.6167E+05  9.0718E+05     5.8333E-02     9.4478E+05     1.6196E+07
    65     9.0718E+05  8.6294E+05     5.0000E-02     7.7814E+05     1.5563E+07
    66     8.6294E+05  8.2085E+05     5.0000E-02     7.4605E+05     1.4921E+07
    67     8.2085E+05  7.8082E+05     5.0000E-02     7.1814E+05     1.4363E+07
    68     7.8082E+05  7.4274E+05     5.0000E-02     6.9265E+05     1.3853E+07
    69     7.4274E+05  7.0651E+05     5.0000E-02     6.6839E+05     1.3368E+07
    70     7.0651E+05  6.7206E+05     5.0000E-02     6.4795E+05     1.2959E+07
    71     6.7206E+05  6.3928E+05     4.9999E-02     6.3071E+05     1.2614E+07
    72     6.3928E+05  6.0810E+05     5.0000E-02     6.1390E+05     1.2278E+07
    73     6.0810E+05  5.7844E+05     5.0001E-02     5.9520E+05     1.1904E+07
    74     5.7844E+05  5.5023E+05     5.0000E-02     5.6488E+05     1.1298E+07
    75     5.5023E+05  5.2340E+05     5.0000E-02     5.2845E+05     1.0569E+07
    76     5.2340E+05  4.9787E+05     4.9999E-02     4.8772E+05     9.7545E+06
    77     4.9787E+05  4.5049E+05     1.0000E-01     8.2773E+05     8.2772E+06
    78     4.5049E+05  4.0762E+05     1.0000E-01     7.2345E+05     7.2345E+06
