  GROUP      UPPER       LOWER         LETHARGY         DATA        DATA/LETHARGY

     1     2.0000E+07  1.9900E+07     5.0125E-03     0.0000E+00     0.0000E+00
     2     1.9900E+07  1.9800E+07     5.0378E-03     0.0000E+00     0.0000E+00
     3     1.9800E+07  1.9700E+07     5.0633E-03     0.0000E+00     0.0000E+00
     4     1.9700E+07  1.9600E+07     5.0891E-03     0.0000E+00     0.0000E+00
     5     1.9600E+07  1.9500E+07     5.1151E-03     0.0000E+00     0.0000E+00
     6     1.9500E+07  1.9400E+07     5.1414E-03     0.0000E+00     0.0000E+00
     7     1.9400E+07  1.9300E+07     5.1680E-03     0.0000E+00     0.0000E+00
     8     1.9300E+07  1.9200E+07     5.1948E-03     0.0000E+00     0.0000E+00
     9     1.9200E+07  1.9100E+07     5.2219E-03     0.0000E+00     0.0000E+00
    10     1.9100E+07  1.9000E+07     5.2494E-03     0.0000E+00     0.0000E+00
    11     1.9000E+07  1.8900E+07     5.2771E-03     0.0000E+00     0.0000E+00
    12     1.8900E+07  1.8800E+07     5.3051E-03     0.0000E+00     0.0000E+00
    13     1.8800E+07  1.8700E+07     5.3333E-03     0.0000E+00     0.0000E+00
    14     1.8700E+07  1.8600E+07     5.3619E-03     0.0000E+00     0.0000E+00
    15     1.8600E+07  1.8500E+07     5.3908E-03     0.0000E+00     0.0000E+00
    16     1.8500E+07  1.8400E+07     5.4201E-03     0.0000E+00     0.0000E+00
    17     1.8400E+07  1.8300E+07     5.4496E-03     0.0000E+00     0.0000E+00
    18     1.8300E+07  1.8200E+07     5.4795E-03     0.0000E+00     0.0000E+00
    19     1.8200E+07  1.8100E+07     5.5097E-03     0.0000E+00     0.0000E+00
    20     1.8100E+07  1.8000E+07     5.5402E-03     0.0000E+00     0.0000E+00
    21     1.8000E+07  1.7900E+07     5.5710E-03     1.6935E-13     3.0398E-11
    22     1.7900E+07  1.7800E+07     5.6023E-03     1.4780E-13     2.6382E-11
    23     1.7800E+07  1.7700E+07     5.6338E-03     2.0370E-13     3.6157E-11
    24     1.7700E+07  1.7600E+07     5.6657E-03     1.9532E-13     3.4474E-11
    25     1.7600E+07  1.7500E+07     5.6980E-03     2.6692E-13     4.6844E-11
    26     1.7500E+07  1.7400E+07     5.7307E-03     2.6357E-13     4.5993E-11
    27     1.7400E+07  1.7300E+07     5.7637E-03     3.4197E-13     5.9332E-11
    28     1.7300E+07  1.7200E+07     5.7971E-03     2.4397E-13     4.2085E-11
    29     1.7200E+07  1.7100E+07     5.8309E-03     2.4367E-13     4.1789E-11
    30     1.7100E+07  1.7000E+07     5.8651E-03     3.4174E-13     5.8267E-11
    31     1.7000E+07  1.6900E+07     5.8997E-03     3.7152E-13     6.2972E-11
    32     1.6900E+07  1.6800E+07     5.9347E-03     4.0105E-13     6.7577E-11
    33     1.6800E+07  1.6700E+07     5.9702E-03     5.3347E-13     8.9356E-11
    34     1.6700E+07  1.6600E+07     6.0060E-03     7.9545E-13     1.3244E-10
    35     1.6600E+07  1.6500E+07     6.0423E-03     4.4985E-13     7.4450E-11
    36     1.6500E+07  1.6400E+07     6.0790E-03     4.6735E-13     7.6879E-11
    37     1.6400E+07  1.6300E+07     6.1162E-03     6.5792E-13     1.0757E-10
    38     1.6300E+07  1.6200E+07     6.1539E-03     7.8516E-13     1.2759E-10
    39     1.6200E+07  1.6100E+07     6.1920E-03     7.9893E-13     1.2903E-10
    40     1.6100E+07  1.6000E+07     6.2305E-03     8.4373E-13     1.3542E-10
