  GROUP      UPPER       LOWER         LETHARGY         DATA        DATA/LETHARGY

     1     5.5000E+07  5.4000E+07     1.8349E-02     0.0000E+00     0.0000E+00
     2     5.4000E+07  5.3000E+07     1.8692E-02     0.0000E+00     0.0000E+00
     3     5.3000E+07  5.2000E+07     1.9048E-02     0.0000E+00     0.0000E+00
     4     5.2000E+07  5.1000E+07     1.9418E-02     0.0000E+00     0.0000E+00
     5     5.1000E+07  5.0000E+07     1.9803E-02     0.0000E+00     0.0000E+00
     6     5.0000E+07  4.9000E+07     2.0203E-02     0.0000E+00     0.0000E+00
     7     4.9000E+07  4.8000E+07     2.0619E-02     0.0000E+00     0.0000E+00
     8     4.8000E+07  4.7000E+07     2.1053E-02     0.0000E+00     0.0000E+00
     9     4.7000E+07  4.6000E+07     2.1506E-02     0.0000E+00     0.0000E+00
    10     4.6000E+07  4.5000E+07     2.1979E-02     0.0000E+00     0.0000E+00
    11     4.5000E+07  4.4000E+07     2.2473E-02     0.0000E+00     0.0000E+00
    12     4.4000E+07  4.3000E+07     2.2990E-02     0.0000E+00     0.0000E+00
    13     4.3000E+07  4.2000E+07     2.3530E-02     0.0000E+00     0.0000E+00
    14     4.2000E+07  4.1000E+07     2.4098E-02     0.0000E+00     0.0000E+00
    15     4.1000E+07  4.0000E+07     2.4693E-02     0.0000E+00     0.0000E+00
    16     4.0000E+07  3.9000E+07     2.5318E-02     0.0000E+00     0.0000E+00
    17     3.9000E+07  3.8000E+07     2.5975E-02     0.0000E+00     0.0000E+00
    18     3.8000E+07  3.7000E+07     2.6668E-02     0.0000E+00     0.0000E+00
    19     3.7000E+07  3.6000E+07     2.7399E-02     0.0000E+00     0.0000E+00
    20     3.6000E+07  3.5000E+07     2.8171E-02     0.0000E+00     0.0000E+00
    21     3.5000E+07  3.4000E+07     2.8988E-02     0.0000E+00     0.0000E+00
    22     3.4000E+07  3.3000E+07     2.9853E-02     0.0000E+00     0.0000E+00
    23     3.3000E+07  3.2000E+07     3.0772E-02     0.0000E+00     0.0000E+00
    24     3.2000E+07  3.1000E+07     3.1749E-02     0.0000E+00     0.0000E+00
    25     3.1000E+07  3.0000E+07     3.2790E-02     0.0000E+00     0.0000E+00
    26     3.0000E+07  2.9000E+07     3.3902E-02     5.7000E-01     1.6813E+01
    27     2.9000E+07  2.8000E+07     3.5091E-02     6.3000E-01     1.7953E+01
    28     2.8000E+07  2.7000E+07     3.6368E-02     7.1500E-01     1.9660E+01
    29     2.7000E+07  2.6000E+07     3.7740E-02     7.8500E-01     2.0800E+01
    30     2.6000E+07  2.5000E+07     3.9221E-02     8.8500E-01     2.2565E+01
    31     2.5000E+07  2.4000E+07     4.0822E-02     1.0250E+00     2.5109E+01
    32     2.4000E+07  2.3000E+07     4.2560E-02     1.2500E+00     2.9371E+01
    33     2.3000E+07  2.2000E+07     4.4452E-02     1.5750E+00     3.5432E+01
    34     2.2000E+07  2.1000E+07     4.6520E-02     2.0250E+00     4.3530E+01
    35     2.1000E+07  2.0000E+07     4.8790E-02     2.6000E+00     5.3289E+01
    36     2.0000E+07  1.9640E+07     1.8149E-02     1.1336E+00     6.2462E+01
    37     1.9640E+07  1.7332E+07     1.2500E-01     1.1926E+01     9.5405E+01
    38     1.7332E+07  1.6905E+07     2.4998E-02     2.4150E+00     9.6607E+01
    39     1.6905E+07  1.6487E+07     2.5001E-02     2.6166E+00     1.0466E+02
    40     1.6487E+07  1.5683E+07     5.0001E-02     6.0873E+00     1.2175E+02
    41     1.5683E+07  1.4918E+07     5.0002E-02     6.8060E+00     1.3611E+02
    42     1.4918E+07  1.4550E+07     2.4998E-02     3.4403E+00     1.3762E+02
    43     1.4550E+07  1.4191E+07     2.4997E-02     3.5102E+00     1.4042E+02
    44     1.4191E+07  1.3840E+07     2.5002E-02     3.4981E+00     1.3991E+02
    45     1.3840E+07  1.3499E+07     2.4999E-02     3.4000E+00     1.3601E+02
    46     1.3499E+07  1.2840E+07     4.9997E-02     6.4228E+00     1.2846E+02
    47     1.2840E+07  1.2523E+07     2.5006E-02     3.0025E+00     1.2007E+02
    48     1.2523E+07  1.2214E+07     2.5000E-02     2.8423E+00     1.1369E+02
    49     1.2214E+07  1.1618E+07     5.0001E-02     5.0201E+00     1.0040E+02
    50     1.1618E+07  1.1052E+07     4.9997E-02     4.2937E+00     8.5878E+01
    51     1.1052E+07  1.0513E+07     5.0000E-02     3.5828E+00     7.1656E+01
    52     1.0513E+07  1.0000E+07     4.9999E-02     2.9480E+00     5.8962E+01
    53     1.0000E+07  9.5123E+06     5.0000E-02     2.5069E+00     5.0139E+01
    54     9.5123E+06  9.0484E+06     5.0000E-02     2.1157E+00     4.2313E+01
    55     9.0484E+06  8.6071E+06     5.0000E-02     1.8991E+00     3.7983E+01
    56     8.6071E+06  8.1873E+06     5.0000E-02     1.7184E+00     3.4368E+01
    57     8.1873E+06  7.7880E+06     5.0000E-02     1.6395E+00     3.2791E+01
    58     7.7880E+06  7.4082E+06     5.0001E-02     1.6317E+00     3.2634E+01
    59     7.4082E+06  7.0469E+06     5.0000E-02     1.6174E+00     3.2348E+01
    60     7.0469E+06  6.7032E+06     5.0000E-02     1.6486E+00     3.2972E+01
    61     6.7032E+06  6.5924E+06     1.6666E-02     5.4374E-01     3.2626E+01
    62     6.5924E+06  6.3763E+06     3.3334E-02     1.1074E+00     3.3221E+01
    63     6.3763E+06  6.0653E+06     4.9999E-02     1.6901E+00     3.3802E+01
    64     6.0653E+06  5.7695E+06     5.0000E-02     1.7633E+00     3.5267E+01
    65     5.7695E+06  5.4881E+06     5.0000E-02     1.8357E+00     3.6714E+01
    66     5.4881E+06  5.2205E+06     5.0000E-02     1.8895E+00     3.7789E+01
    67     5.2205E+06  4.9658E+06     5.0001E-02     1.9400E+00     3.8800E+01
    68     4.9658E+06  4.7237E+06     4.9998E-02     2.0507E+00     4.1015E+01
    69     4.7237E+06  4.4933E+06     5.0001E-02     2.1364E+00     4.2728E+01
    70     4.4933E+06  4.0657E+06     9.9999E-02     4.6053E+00     4.6053E+01
    71     4.0657E+06  3.6788E+06     1.0000E-01     4.9396E+00     4.9395E+01
    72     3.6788E+06  3.3287E+06     9.9999E-02     5.1436E+00     5.1436E+01
    73     3.3287E+06  3.1664E+06     4.9999E-02     2.5302E+00     5.0605E+01
    74     3.1664E+06  3.0119E+06     5.0001E-02     2.5379E+00     5.0757E+01
    75     3.0119E+06  2.8650E+06     4.9999E-02     2.5924E+00     5.1848E+01
    76     2.8650E+06  2.7253E+06     5.0000E-02     2.6319E+00     5.2638E+01
    77     2.7253E+06  2.5924E+06     5.0002E-02     2.6537E+00     5.3072E+01
    78     2.5924E+06  2.4660E+06     4.9999E-02     2.6601E+00     5.3204E+01
    79     2.4660E+06  2.3851E+06     3.3332E-02     1.7565E+00     5.2698E+01
    80     2.3851E+06  2.3653E+06     8.3361E-03     4.3339E-01     5.1989E+01
    81     2.3653E+06  2.3457E+06     8.3337E-03     4.3306E-01     5.1966E+01
    82     2.3457E+06  2.3069E+06     1.6666E-02     8.6815E-01     5.2091E+01
    83     2.3069E+06  2.2313E+06     3.3333E-02     1.7421E+00     5.2264E+01
    84     2.2313E+06  2.1225E+06     4.9999E-02     2.6073E+00     5.2147E+01
    85     2.1225E+06  2.0190E+06     4.9998E-02     2.5713E+00     5.1427E+01
    86     2.0190E+06  1.9205E+06     5.0002E-02     0.0000E+00     0.0000E+00
    87     1.9205E+06  1.8268E+06     4.9998E-02     0.0000E+00     0.0000E+00
    88     1.8268E+06  1.7377E+06     5.0002E-02     0.0000E+00     0.0000E+00
    89     1.7377E+06  1.6530E+06     5.0000E-02     0.0000E+00     0.0000E+00
    90     1.6530E+06  1.5724E+06     5.0002E-02     0.0000E+00     0.0000E+00
    91     1.5724E+06  1.4957E+06     4.9996E-02     0.0000E+00     0.0000E+00
    92     1.4957E+06  1.4227E+06     5.0003E-02     0.0000E+00     0.0000E+00
    93     1.4227E+06  1.3534E+06     5.0002E-02     0.0000E+00     0.0000E+00
    94     1.3534E+06  1.2874E+06     4.9997E-02     0.0000E+00     0.0000E+00
    95     1.2874E+06  1.2246E+06     5.0004E-02     0.0000E+00     0.0000E+00
    96     1.2246E+06  1.1648E+06     4.9998E-02     0.0000E+00     0.0000E+00
    97     1.1648E+06  1.1080E+06     5.0000E-02     0.0000E+00     0.0000E+00
    98     1.1080E+06  1.0026E+06     9.9997E-02     0.0000E+00     0.0000E+00
    99     1.0026E+06  9.6167E+05     4.1668E-02     0.0000E+00     0.0000E+00
   100     9.6167E+05  9.0718E+05     5.8333E-02     0.0000E+00     0.0000E+00
   101     9.0718E+05  8.6294E+05     5.0000E-02     0.0000E+00     0.0000E+00
   102     8.6294E+05  8.2085E+05     5.0000E-02     0.0000E+00     0.0000E+00
   103     8.2085E+05  7.8082E+05     5.0000E-02     0.0000E+00     0.0000E+00
   104     7.8082E+05  7.4274E+05     5.0000E-02     0.0000E+00     0.0000E+00
   105     7.4274E+05  7.0651E+05     5.0000E-02     0.0000E+00     0.0000E+00
   106     7.0651E+05  6.7206E+05     5.0000E-02     0.0000E+00     0.0000E+00
   107     6.7206E+05  6.3928E+05     4.9999E-02     0.0000E+00     0.0000E+00
   108     6.3928E+05  6.0810E+05     5.0000E-02     0.0000E+00     0.0000E+00
   109     6.0810E+05  5.7844E+05     5.0001E-02     0.0000E+00     0.0000E+00
   110     5.7844E+05  5.5023E+05     5.0000E-02     0.0000E+00     0.0000E+00
   111     5.5023E+05  5.2340E+05     5.0000E-02     0.0000E+00     0.0000E+00
   112     5.2340E+05  4.9787E+05     4.9999E-02     0.0000E+00     0.0000E+00
   113     4.9787E+05  4.5049E+05     1.0000E-01     0.0000E+00     0.0000E+00
   114     4.5049E+05  4.0762E+05     1.0000E-01     0.0000E+00     0.0000E+00
   115     4.0762E+05  3.8774E+05     5.0000E-02     0.0000E+00     0.0000E+00
   116     3.8774E+05  3.6883E+05     4.9999E-02     0.0000E+00     0.0000E+00
   117     3.6883E+05  3.3373E+05     1.0000E-01     0.0000E+00     0.0000E+00
   118     3.3373E+05  3.0197E+05     1.0000E-01     0.0000E+00     0.0000E+00
   119     3.0197E+05  2.9849E+05     1.1601E-02     0.0000E+00     0.0000E+00
   120     2.9849E+05  2.9721E+05     4.2975E-03     0.0000E+00     0.0000E+00
   121     2.9721E+05  2.9452E+05     9.1022E-03     0.0000E+00     0.0000E+00
   122     2.9452E+05  2.8725E+05     2.5001E-02     0.0000E+00     0.0000E+00
   123     2.8725E+05  2.7324E+05     4.9999E-02     0.0000E+00     0.0000E+00
   124     2.7324E+05  2.4724E+05     1.0000E-01     0.0000E+00     0.0000E+00
   125     2.4724E+05  2.3518E+05     5.0001E-02     0.0000E+00     0.0000E+00
   126     2.3518E+05  2.2371E+05     4.9997E-02     0.0000E+00     0.0000E+00
   127     2.2371E+05  2.1280E+05     5.0003E-02     0.0000E+00     0.0000E+00
   128     2.1280E+05  2.0242E+05     4.9999E-02     0.0000E+00     0.0000E+00
