  GROUP      UPPER       LOWER         LETHARGY         DATA        DATA/LETHARGY

     1     1.9640E+07  1.7332E+07     1.2500E-01     0.0000E+00     0.0000E+00
     2     1.7332E+07  1.6905E+07     2.4998E-02     0.0000E+00     0.0000E+00
     3     1.6905E+07  1.6487E+07     2.5001E-02     0.0000E+00     0.0000E+00
     4     1.6487E+07  1.5683E+07     5.0001E-02     0.0000E+00     0.0000E+00
     5     1.5683E+07  1.4918E+07     5.0002E-02     2.8052E+09     5.6103E+10
     6     1.4918E+07  1.4550E+07     2.4998E-02     5.7504E+09     2.3004E+11
     7     1.4550E+07  1.4191E+07     2.4997E-02     1.1426E+09     4.5710E+10
     8     1.4191E+07  1.3840E+07     2.5002E-02     5.6934E+07     2.2771E+09
     9     1.3840E+07  1.3499E+07     2.4999E-02     3.7043E+07     1.4818E+09
    10     1.3499E+07  1.2840E+07     4.9997E-02     5.1798E+07     1.0360E+09
    11     1.2840E+07  1.2523E+07     2.5006E-02     2.1886E+07     8.7525E+08
    12     1.2523E+07  1.2214E+07     2.5000E-02     1.7740E+07     7.0962E+08
    13     1.2214E+07  1.1618E+07     5.0001E-02     3.1602E+07     6.3201E+08
    14     1.1618E+07  1.1052E+07     4.9997E-02     2.9640E+07     5.9283E+08
    15     1.1052E+07  1.0513E+07     5.0000E-02     2.8513E+07     5.7027E+08
    16     1.0513E+07  1.0000E+07     4.9999E-02     2.5674E+07     5.1348E+08
    17     1.0000E+07  9.5123E+06     5.0000E-02     2.4353E+07     4.8705E+08
    18     9.5123E+06  9.0484E+06     5.0000E-02     2.2137E+07     4.4274E+08
    19     9.0484E+06  8.6071E+06     5.0000E-02     2.0998E+07     4.1996E+08
    20     8.6071E+06  8.1873E+06     5.0000E-02     2.0286E+07     4.0571E+08
    21     8.1873E+06  7.7880E+06     5.0000E-02     2.0182E+07     4.0365E+08
    22     7.7880E+06  7.4082E+06     5.0001E-02     2.0590E+07     4.1179E+08
    23     7.4082E+06  7.0469E+06     5.0000E-02     2.1144E+07     4.2289E+08
    24     7.0469E+06  6.7032E+06     5.0000E-02     2.0702E+07     4.1405E+08
    25     6.7032E+06  6.5924E+06     1.6666E-02     6.4747E+06     3.8850E+08
    26     6.5924E+06  6.3763E+06     3.3334E-02     1.2204E+07     3.6611E+08
    27     6.3763E+06  6.0653E+06     4.9999E-02     1.8274E+07     3.6548E+08
    28     6.0653E+06  5.7695E+06     5.0000E-02     1.8641E+07     3.7282E+08
    29     5.7695E+06  5.4881E+06     5.0000E-02     1.7946E+07     3.5892E+08
    30     5.4881E+06  5.2205E+06     5.0000E-02     1.7803E+07     3.5606E+08
    31     5.2205E+06  4.9658E+06     5.0001E-02     1.7507E+07     3.5012E+08
    32     4.9658E+06  4.7237E+06     4.9998E-02     1.8689E+07     3.7378E+08
    33     4.7237E+06  4.4933E+06     5.0001E-02     1.8944E+07     3.7887E+08
    34     4.4933E+06  4.0657E+06     9.9999E-02     3.6158E+07     3.6159E+08
    35     4.0657E+06  3.6788E+06     1.0000E-01     3.5560E+07     3.5560E+08
    36     3.6788E+06  3.3287E+06     9.9999E-02     3.4853E+07     3.4853E+08
    37     3.3287E+06  3.1664E+06     4.9999E-02     1.6829E+07     3.3659E+08
    38     3.1664E+06  3.0119E+06     5.0001E-02     1.7281E+07     3.4560E+08
    39     3.0119E+06  2.8650E+06     4.9999E-02     1.7024E+07     3.4049E+08
    40     2.8650E+06  2.7253E+06     5.0000E-02     1.7183E+07     3.4366E+08
    41     2.7253E+06  2.5924E+06     5.0002E-02     1.7396E+07     3.4790E+08
    42     2.5924E+06  2.4660E+06     4.9999E-02     1.7152E+07     3.4305E+08
    43     2.4660E+06  2.3851E+06     3.3332E-02     1.1062E+07     3.3187E+08
    44     2.3851E+06  2.3653E+06     8.3361E-03     2.9323E+06     3.5176E+08
    45     2.3653E+06  2.3457E+06     8.3337E-03     2.8264E+06     3.3915E+08
    46     2.3457E+06  2.3069E+06     1.6666E-02     5.7446E+06     3.4469E+08
    47     2.3069E+06  2.2313E+06     3.3333E-02     1.1244E+07     3.3731E+08
    48     2.2313E+06  2.1225E+06     4.9999E-02     1.6686E+07     3.3373E+08
    49     2.1225E+06  2.0190E+06     4.9998E-02     1.6595E+07     3.3191E+08
    50     2.0190E+06  1.9205E+06     5.0002E-02     1.6352E+07     3.2702E+08
    51     1.9205E+06  1.8268E+06     4.9998E-02     1.6343E+07     3.2688E+08
    52     1.8268E+06  1.7377E+06     5.0002E-02     1.6060E+07     3.2119E+08
    53     1.7377E+06  1.6530E+06     5.0000E-02     1.5672E+07     3.1344E+08
    54     1.6530E+06  1.5724E+06     5.0002E-02     1.5956E+07     3.1910E+08
    55     1.5724E+06  1.4957E+06     4.9996E-02     1.5589E+07     3.1180E+08
    56     1.4957E+06  1.4227E+06     5.0003E-02     1.5206E+07     3.0409E+08
    57     1.4227E+06  1.3534E+06     5.0002E-02     1.5271E+07     3.0540E+08
    58     1.3534E+06  1.2874E+06     4.9997E-02     1.5048E+07     3.0099E+08
    59     1.2874E+06  1.2246E+06     5.0004E-02     1.4269E+07     2.8536E+08
    60     1.2246E+06  1.1648E+06     4.9998E-02     1.4148E+07     2.8297E+08
    61     1.1648E+06  1.1080E+06     5.0000E-02     1.3852E+07     2.7704E+08
    62     1.1080E+06  1.0026E+06     9.9997E-02     2.7390E+07     2.7391E+08
    63     1.0026E+06  9.6167E+05     4.1668E-02     1.0868E+07     2.6083E+08
    64     9.6167E+05  9.0718E+05     5.8333E-02     1.4699E+07     2.5199E+08
    65     9.0718E+05  8.6294E+05     5.0000E-02     1.2191E+07     2.4382E+08
    66     8.6294E+05  8.2085E+05     5.0000E-02     1.1807E+07     2.3614E+08
    67     8.2085E+05  7.8082E+05     5.0000E-02     1.1394E+07     2.2789E+08
    68     7.8082E+05  7.4274E+05     5.0000E-02     1.1290E+07     2.2581E+08
    69     7.4274E+05  7.0651E+05     5.0000E-02     1.0637E+07     2.1275E+08
    70     7.0651E+05  6.7206E+05     5.0000E-02     1.0552E+07     2.1105E+08
    71     6.7206E+05  6.3928E+05     4.9999E-02     9.9617E+06     1.9924E+08
    72     6.3928E+05  6.0810E+05     5.0000E-02     9.5292E+06     1.9058E+08
    73     6.0810E+05  5.7844E+05     5.0001E-02     9.2744E+06     1.8548E+08
    74     5.7844E+05  5.5023E+05     5.0000E-02     8.6019E+06     1.7204E+08
    75     5.5023E+05  5.2340E+05     5.0000E-02     8.5272E+06     1.7055E+08
