  GROUP      UPPER       LOWER         LETHARGY         DATA        DATA/LETHARGY

     1     2.0000E+07  1.9953E+07     2.3528E-03     0.0000E+00     0.0000E+00
     2     1.9953E+07  1.9055E+07     4.6050E-02     0.0000E+00     0.0000E+00
     3     1.9055E+07  1.8197E+07     4.6073E-02     0.0000E+00     0.0000E+00
     4     1.8197E+07  1.7378E+07     4.6052E-02     0.0000E+00     0.0000E+00
     5     1.7378E+07  1.6596E+07     4.6043E-02     0.0000E+00     0.0000E+00
     6     1.6596E+07  1.5849E+07     4.6055E-02     0.0000E+00     0.0000E+00
     7     1.5849E+07  1.5136E+07     4.6030E-02     0.0000E+00     0.0000E+00
     8     1.5136E+07  1.4454E+07     4.6105E-02     3.9802E+05     8.6329E+06
     9     1.4454E+07  1.3804E+07     4.6013E-02     1.3770E+07     2.9927E+08
    10     1.3804E+07  1.3183E+07     4.6030E-02     4.2931E+07     9.3267E+08
    11     1.3183E+07  1.2589E+07     4.6105E-02     5.1208E+07     1.1107E+09
    12     1.2589E+07  1.2023E+07     4.6002E-02     5.0359E+07     1.0947E+09
    13     1.2023E+07  1.1482E+07     4.6041E-02     4.3426E+07     9.4321E+08
    14     1.1482E+07  1.0965E+07     4.6072E-02     3.4354E+07     7.4566E+08
    15     1.0965E+07  1.0471E+07     4.6099E-02     2.7117E+07     5.8823E+08
    16     1.0471E+07  1.0000E+07     4.6024E-02     2.3987E+07     5.2118E+08
    17     1.0000E+07  9.5499E+06     4.6054E-02     2.3678E+07     5.1414E+08
    18     9.5499E+06  9.1201E+06     4.6050E-02     2.0799E+07     4.5167E+08
    19     9.1201E+06  8.7096E+06     4.6055E-02     2.1475E+07     4.6628E+08
    20     8.7096E+06  8.3176E+06     4.6052E-02     1.7955E+07     3.8988E+08
    21     8.3176E+06  7.9433E+06     4.6045E-02     1.6210E+07     3.5205E+08
    22     7.9433E+06  7.5858E+06     4.6051E-02     1.7204E+07     3.7358E+08
    23     7.5858E+06  7.2444E+06     4.6049E-02     1.8170E+07     3.9457E+08
    24     7.2444E+06  6.9183E+06     4.6059E-02     1.6981E+07     3.6869E+08
    25     6.9183E+06  6.6069E+06     4.6056E-02     1.4068E+07     3.0546E+08
    26     6.6069E+06  6.3096E+06     4.6042E-02     1.5572E+07     3.3822E+08
    27     6.3096E+06  6.0256E+06     4.6055E-02     1.6529E+07     3.5889E+08
    28     6.0256E+06  5.7544E+06     4.6052E-02     1.4869E+07     3.2287E+08
    29     5.7544E+06  5.4954E+06     4.6053E-02     1.7090E+07     3.7110E+08
    30     5.4954E+06  5.2481E+06     4.6045E-02     1.6078E+07     3.4918E+08
    31     5.2481E+06  5.0119E+06     4.6051E-02     1.6593E+07     3.6031E+08
    32     5.0119E+06  4.7863E+06     4.6057E-02     1.8276E+07     3.9681E+08
    33     4.7863E+06  4.5709E+06     4.6048E-02     2.0033E+07     4.3505E+08
    34     4.5709E+06  4.3652E+06     4.6046E-02     1.9257E+07     4.1821E+08
    35     4.3652E+06  4.1687E+06     4.6060E-02     1.9209E+07     4.1704E+08
    36     4.1687E+06  3.9811E+06     4.6046E-02     2.0584E+07     4.4704E+08
    37     3.9811E+06  3.8019E+06     4.6057E-02     2.2210E+07     4.8222E+08
    38     3.8019E+06  3.6308E+06     4.6048E-02     2.3363E+07     5.0736E+08
    39     3.6308E+06  3.4674E+06     4.6048E-02     2.3590E+07     5.1230E+08
    40     3.4674E+06  3.3113E+06     4.6064E-02     2.7962E+07     6.0701E+08
    41     3.3113E+06  3.1623E+06     4.6041E-02     2.9970E+07     6.5095E+08
    42     3.1623E+06  3.0200E+06     4.6043E-02     3.1742E+07     6.8939E+08
    43     3.0200E+06  2.8840E+06     4.6079E-02     3.5387E+07     7.6797E+08
    44     2.8840E+06  2.7542E+06     4.6051E-02     3.8051E+07     8.2627E+08
    45     2.7542E+06  2.6303E+06     4.6029E-02     4.5860E+07     9.9633E+08
    46     2.6303E+06  2.5119E+06     4.6058E-02     4.7818E+07     1.0382E+09
    47     2.5119E+06  2.3988E+06     4.6071E-02     5.2078E+07     1.1304E+09
    48     2.3988E+06  2.2909E+06     4.6024E-02     6.5622E+07     1.4258E+09
    49     2.2909E+06  2.1878E+06     4.6048E-02     6.8774E+07     1.4935E+09
    50     2.1878E+06  2.0893E+06     4.6067E-02     7.9740E+07     1.7310E+09
    51     2.0893E+06  1.9953E+06     4.6035E-02     8.0381E+07     1.7461E+09
    52     1.9953E+06  1.9055E+06     4.6050E-02     9.1075E+07     1.9777E+09
    53     1.9055E+06  1.8197E+06     4.6073E-02     1.0602E+08     2.3011E+09
    54     1.8197E+06  1.7378E+06     4.6052E-02     1.2219E+08     2.6533E+09
    55     1.7378E+06  1.6596E+06     4.6043E-02     1.4883E+08     3.2324E+09
    56     1.6596E+06  1.5849E+06     4.6055E-02     1.4824E+08     3.2187E+09
    57     1.5849E+06  1.5136E+06     4.6030E-02     1.5403E+08     3.3462E+09
    58     1.5136E+06  1.4454E+06     4.6105E-02     1.7875E+08     3.8770E+09
    59     1.4454E+06  1.3804E+06     4.6013E-02     2.1267E+08     4.6219E+09
    60     1.3804E+06  1.3183E+06     4.6030E-02     2.3582E+08     5.1233E+09
    61     1.3183E+06  1.2589E+06     4.6105E-02     2.6244E+08     5.6922E+09
    62     1.2589E+06  1.2023E+06     4.6002E-02     3.3318E+08     7.2427E+09
    63     1.2023E+06  1.1482E+06     4.6041E-02     4.8082E+08     1.0443E+10
    64     1.1482E+06  1.0965E+06     4.6072E-02     5.2663E+08     1.1430E+10
    65     1.0965E+06  1.0471E+06     4.6099E-02     5.3723E+08     1.1654E+10
    66     1.0471E+06  1.0000E+06     4.6024E-02     6.2649E+08     1.3612E+10
    67     1.0000E+06  9.5499E+05     4.6054E-02     6.0408E+08     1.3117E+10
    68     9.5499E+05  9.1201E+05     4.6050E-02     8.3860E+08     1.8211E+10
    69     9.1201E+05  8.7096E+05     4.6055E-02     7.3753E+08     1.6014E+10
    70     8.7096E+05  8.3176E+05     4.6052E-02     8.9573E+08     1.9450E+10
    71     8.3176E+05  7.9433E+05     4.6045E-02     8.9818E+08     1.9507E+10
    72     7.9433E+05  7.5858E+05     4.6051E-02     9.1430E+08     1.9854E+10
    73     7.5858E+05  7.2444E+05     4.6049E-02     1.0752E+09     2.3348E+10
    74     7.2444E+05  6.9183E+05     4.6059E-02     1.2802E+09     2.7796E+10
    75     6.9183E+05  6.6069E+05     4.6056E-02     1.2556E+09     2.7263E+10
    76     6.6069E+05  6.3096E+05     4.6042E-02     1.5881E+09     3.4492E+10
    77     6.3096E+05  6.0256E+05     4.6055E-02     1.7760E+09     3.8562E+10
    78     6.0256E+05  5.7544E+05     4.6052E-02     2.7779E+09     6.0321E+10
    79     5.7544E+05  5.4954E+05     4.6053E-02     2.4144E+09     5.2427E+10
    80     5.4954E+05  5.2481E+05     4.6045E-02     2.0663E+09     4.4875E+10
    81     5.2481E+05  5.0119E+05     4.6051E-02     2.1386E+09     4.6440E+10
    82     5.0119E+05  4.7863E+05     4.6057E-02     2.0408E+09     4.4309E+10
    83     4.7863E+05  4.5709E+05     4.6048E-02     1.7923E+09     3.8924E+10
    84     4.5709E+05  4.3652E+05     4.6046E-02     1.9840E+09     4.3087E+10
    85     4.3652E+05  4.1687E+05     4.6060E-02     1.7554E+09     3.8111E+10
    86     4.1687E+05  3.9811E+05     4.6046E-02     2.1186E+09     4.6011E+10
    87     3.9811E+05  3.8019E+05     4.6057E-02     2.0342E+09     4.4168E+10
    88     3.8019E+05  3.6308E+05     4.6048E-02     2.4994E+09     5.4277E+10
    89     3.6308E+05  3.4674E+05     4.6048E-02     2.6293E+09     5.7098E+10
    90     3.4674E+05  3.3113E+05     4.6064E-02     2.4769E+09     5.3771E+10
    91     3.3113E+05  3.1623E+05     4.6041E-02     2.3571E+09     5.1195E+10
    92     3.1623E+05  3.0200E+05     4.6043E-02     3.9182E+09     8.5100E+10
    93     3.0200E+05  2.8840E+05     4.6079E-02     3.2726E+09     7.1021E+10
    94     2.8840E+05  2.7542E+05     4.6051E-02     2.4560E+09     5.3332E+10
    95     2.7542E+05  2.6303E+05     4.6029E-02     4.8213E+09     1.0474E+11
    96     2.6303E+05  2.5119E+05     4.6058E-02     3.3246E+09     7.2182E+10
    97     2.5119E+05  2.3988E+05     4.6071E-02     2.6831E+09     5.8238E+10
    98     2.3988E+05  2.2909E+05     4.6024E-02     3.0271E+09     6.5772E+10
    99     2.2909E+05  2.1878E+05     4.6048E-02     3.4474E+09     7.4865E+10
   100     2.1878E+05  2.0893E+05     4.6067E-02     2.3051E+09     5.0038E+10
   101     2.0893E+05  1.9953E+05     4.6035E-02     2.9863E+09     6.4871E+10
   102     1.9953E+05  1.9055E+05     4.6050E-02     2.4146E+09     5.2434E+10
   103     1.9055E+05  1.8197E+05     4.6073E-02     3.3244E+09     7.2155E+10
   104     1.8197E+05  1.7378E+05     4.6052E-02     3.7650E+09     8.1755E+10
   105     1.7378E+05  1.6596E+05     4.6043E-02     2.7274E+09     5.9235E+10
   106     1.6596E+05  1.5849E+05     4.6055E-02     1.9422E+09     4.2170E+10
