# Reference Number = 2408 Incident Particle: neutron  imodel=1 Target: Z= 90 A= 232 Ef = -5.612
# En(MeV)   DWV    DWV(symm)     DW>      DW<      DWvso      Vv        Vhf      Vdisp    VHFder     DWVder    T12der   DVSder  +   DWS   =   Vs
  0.001    0.954     0.865     0.119    -0.030    -0.109    44.710    43.756     0.954     0.000    -0.000     0.000    -0.000     3.405     3.405
  0.002    0.954     0.865     0.119    -0.030    -0.109    44.709    43.756     0.954     0.000    -0.000     0.000    -0.000     3.405     3.405
  0.003    0.954     0.865     0.119    -0.030    -0.109    44.709    43.755     0.954     0.000    -0.000     0.000    -0.000     3.406     3.406
  0.004    0.954     0.865     0.119    -0.030    -0.109    44.709    43.755     0.954     0.000    -0.000     0.000    -0.000     3.406     3.406
  0.005    0.954     0.865     0.119    -0.030    -0.109    44.708    43.754     0.954     0.000    -0.000     0.000    -0.000     3.406     3.406
  0.006    0.954     0.866     0.119    -0.030    -0.109    44.708    43.754     0.954     0.000    -0.000     0.000    -0.000     3.406     3.406
  0.007    0.955     0.866     0.119    -0.030    -0.109    44.708    43.753     0.955     0.000    -0.000     0.000    -0.000     3.407     3.407
  0.008    0.955     0.866     0.119    -0.030    -0.109    44.708    43.753     0.955     0.000    -0.000     0.000    -0.000     3.407     3.407
  0.009    0.955     0.866     0.119    -0.030    -0.109    44.707    43.752     0.955     0.000    -0.000     0.000    -0.000     3.407     3.407
  0.010    0.955     0.866     0.119    -0.030    -0.109    44.707    43.752     0.955     0.000    -0.000     0.000    -0.000     3.407     3.407
  0.020    0.957     0.868     0.119    -0.030    -0.109    44.704    43.747     0.957     0.000    -0.000     0.000    -0.000     3.410     3.410
  0.030    0.958     0.869     0.120    -0.030    -0.109    44.701    43.743     0.958     0.000    -0.000     0.000    -0.000     3.413     3.413
  0.040    0.960     0.871     0.120    -0.030    -0.109    44.698    43.738     0.960     0.000    -0.000     0.000    -0.000     3.416     3.416
  0.050    0.962     0.872     0.120    -0.030    -0.110    44.696    43.734     0.962     0.000    -0.000     0.000    -0.000     3.418     3.418
  0.060    0.963     0.874     0.120    -0.031    -0.110    44.693    43.729     0.963     0.000    -0.000     0.000    -0.000     3.421     3.421
  0.070    0.965     0.875     0.120    -0.031    -0.110    44.690    43.725     0.965     0.000    -0.000     0.000    -0.000     3.424     3.424
  0.080    0.967     0.877     0.121    -0.031    -0.110    44.687    43.720     0.967     0.000    -0.000     0.000    -0.000     3.426     3.426
  0.090    0.969     0.878     0.121    -0.031    -0.110    44.684    43.716     0.969     0.000    -0.000     0.000    -0.000     3.429     3.429
  0.100    0.970     0.880     0.121    -0.031    -0.111    44.681    43.711     0.970     0.000    -0.000     0.000    -0.000     3.431     3.431
  0.200    0.987     0.895     0.123    -0.031    -0.112    44.653    43.666     0.987     0.000    -0.000     0.000    -0.000     3.457     3.457
  0.300    1.004     0.910     0.125    -0.032    -0.114    44.624    43.621     1.004     0.000    -0.000     0.000    -0.000     3.481     3.481
  0.400    1.021     0.926     0.127    -0.032    -0.116    44.596    43.575     1.021     0.000    -0.000     0.000    -0.000     3.504     3.504
  0.500    1.037     0.941     0.130    -0.033    -0.118    44.568    43.530     1.037     0.000    -0.000     0.000    -0.000     3.526     3.526
  0.600    1.054     0.956     0.132    -0.033    -0.120    44.539    43.485     1.054     0.000    -0.000     0.000    -0.000     3.547     3.547
  0.700    1.071     0.971     0.134    -0.034    -0.122    44.511    43.440     1.071     0.000    -0.000     0.000    -0.000     3.566     3.566
  0.800    1.088     0.986     0.136    -0.035    -0.124    44.483    43.395     1.088     0.000    -0.000     0.000    -0.000     3.585     3.585
  0.900    1.105     1.002     0.138    -0.035    -0.126    44.455    43.350     1.105     0.000    -0.000     0.000    -0.000     3.602     3.602
  1.000    1.121     1.017     0.140    -0.036    -0.128    44.426    43.305     1.121     0.000    -0.000     0.000    -0.000     3.618     3.618
  1.100    1.138     1.032     0.142    -0.036    -0.130    44.398    43.260     1.138     0.000    -0.000     0.000    -0.000     3.633     3.633
  1.200    1.155     1.047     0.144    -0.037    -0.132    44.370    43.215     1.155     0.000    -0.000     0.000    -0.000     3.646     3.646
  1.300    1.172     1.062     0.147    -0.037    -0.134    44.342    43.171     1.172     0.000    -0.000     0.000    -0.000     3.659     3.659
  1.400    1.188     1.077     0.149    -0.038    -0.136    44.314    43.126     1.188     0.000    -0.000     0.000    -0.000     3.671     3.671
  1.500    1.205     1.093     0.151    -0.038    -0.138    44.286    43.081     1.205     0.000    -0.000     0.000    -0.000     3.681     3.681
  1.600    1.222     1.108     0.153    -0.039    -0.139    44.258    43.036     1.222     0.000    -0.000     0.000    -0.000     3.691     3.691
