## header:
##   title: Nb93(n,x) nuclear model parameters
##   source: TALYS-2.2
##   user: Arjan Koning
##   date: 2026-01-14
##   format: YANDF-0.4
## target:
##   Z: 41
##   A: 93
##   nuclide: Nb93  
## residual:
##   Z: 41
##   A: 94
##   nuclide: Nb94  
## parameters: 
##   level density
a                41  94  12.21393
aadjust          41  94   1.00000
gammald          41  94   0.09525
pair             41  94   0.00000
Pshift           41  94   0.00000   0
Pshiftadjust     41  94   0.00000   0
deltaW           41  94   0.58129   0
T                41  94   0.75007   0
E0               41  94  -1.36633   0
Exmatch          41  94   4.25498   0
Tadjust          41  94   1.00000   0
E0adjust         41  94   1.00000   0
Exmatchadjust    41  94   1.00000   0
Ntop             41  94  16   0
Nlow             41  94   7   0
s2adjust         41  94   1.00000   0
ctable           41  94   0.00000   0
ptable           41  94   0.00000   0
ctableadjust     41  94   0.00000   0
ptableadjust     41  94   0.00000   0
Ufermi           41  94  30.00000   0
cfermi           41  94   5.00000   0
D0               41  94 9.40000E+01
g                41  94   6.26667
gp               41  94   2.73333
gn               41  94   3.53333
gnadjust         41  94   1.00000
gpadjust         41  94   1.00000
gadjust          41  94   1.00000
Risomer          41  94   1.00000
## parameters: 
##   photon strength function
gamgam           41  94   0.00017
gamgamadjust     41  94   1.00000
etable           41  94   0.00000 E1
ftable           41  94   1.00000 E1
wtable           41  94   1.08100 E1
etableadjust     41  94   0.00000 E1
ftableadjust     41  94   1.00000 E1
wtableadjust     41  94   1.00000 E1
upbendc          41  94 3.50000E-08 M1
upbende          41  94 8.00000E-01 M1
upbendf          41  94 6.00000E+00 M1
upbendcadjust    41  94 1.00000E+00 M1
upbendeadjust    41  94 1.00000E+00 M1
upbendfadjust    41  94 1.00000E+00 M1
sgr              41  94   1.322 M1
egr              41  94   8.441 M1
ggr              41  94   4.000 M1
sgradjust        41  94   1.000 M1
egradjust        41  94   1.000 M1
ggradjust        41  94   1.000 M1
etable           41  94   0.00000 E2
ftable           41  94   1.00000 E2
wtable           41  94   1.00000 E2
etableadjust     41  94   0.00000 E2
ftableadjust     41  94   1.00000 E2
wtableadjust     41  94   1.00000 E2
upbendc          41  94 0.00000E+00 M2
upbende          41  94 0.00000E+00 M2
upbendf          41  94 0.00000E+00 M2
upbendcadjust    41  94 1.00000E+00 M2
upbendeadjust    41  94 1.00000E+00 M2
upbendfadjust    41  94 1.00000E+00 M2
sgr              41  94   0.001 M2
egr              41  94   8.441 M2
ggr              41  94   4.000 M2
sgradjust        41  94   1.000 M2
egradjust        41  94   1.000 M2
ggradjust        41  94   1.000 M2
## residual:
##   Z: 41
##   A: 93
##   nuclide: Nb93  
## parameters: 
##   level density
a                41  93  12.43935
aadjust          41  93   1.00000
gammald          41  93   0.09559
pair             41  93   1.24434
Pshift           41  93   0.00000   0
Pshiftadjust     41  93   0.00000   0
deltaW           41  93   0.10377   0
T                41  93   0.87098   0
E0               41  93  -1.45903   0
Exmatch          41  93   7.77316   0
Tadjust          41  93   1.00000   0
E0adjust         41  93   1.00000   0
Exmatchadjust    41  93   1.00000   0
Ntop             41  93  38   0
Nlow             41  93   6   0
s2adjust         41  93   1.00000   0
ctable           41  93   0.00000   0
ptable           41  93   0.00000   0
ctableadjust     41  93   0.00000   0
ptableadjust     41  93   0.00000   0
Ufermi           41  93  30.00000   0
cfermi           41  93   5.00000   0
g                41  93   6.20000
gp               41  93   2.73333
gn               41  93   3.46667
gnadjust         41  93   1.00000
gpadjust         41  93   1.00000
gadjust          41  93   1.00000
Risomer          41  93   1.00000
## parameters: 
##   photon strength function
gamgam           41  93   0.00000
gamgamadjust     41  93   1.00000
etable           41  93   0.00000 E1
ftable           41  93   1.00000 E1
wtable           41  93   1.08100 E1
etableadjust     41  93   0.00000 E1
ftableadjust     41  93   1.00000 E1
wtableadjust     41  93   1.00000 E1
upbendc          41  93 3.50000E-08 M1
upbende          41  93 8.00000E-01 M1
upbendf          41  93 6.00000E+00 M1
upbendcadjust    41  93 1.00000E+00 M1
upbendeadjust    41  93 1.00000E+00 M1
upbendfadjust    41  93 1.00000E+00 M1
sgr              41  93   1.311 M1
egr              41  93   8.457 M1
ggr              41  93   4.000 M1
sgradjust        41  93   1.000 M1
egradjust        41  93   1.000 M1
ggradjust        41  93   1.000 M1
etable           41  93   0.00000 E2
ftable           41  93   1.00000 E2
wtable           41  93   1.00000 E2
etableadjust     41  93   0.00000 E2
ftableadjust     41  93   1.00000 E2
wtableadjust     41  93   1.00000 E2
upbendc          41  93 0.00000E+00 M2
upbende          41  93 0.00000E+00 M2
upbendf          41  93 0.00000E+00 M2
upbendcadjust    41  93 1.00000E+00 M2
upbendeadjust    41  93 1.00000E+00 M2
upbendfadjust    41  93 1.00000E+00 M2
sgr              41  93   0.001 M2
egr              41  93   8.457 M2
ggr              41  93   4.000 M2
sgradjust        41  93   1.000 M2
egradjust        41  93   1.000 M2
ggradjust        41  93   1.000 M2
## residual:
##   Z: 40
##   A: 93
##   nuclide: Zr93  
## parameters: 
##   level density
a                40  93  12.14701
aadjust          40  93   1.00000
gammald          40  93   0.09559
pair             40  93   1.24434
Pshift           40  93   0.00000   0
Pshiftadjust     40  93   0.00000   0
deltaW           40  93   0.47743   0
T                40  93   0.76725   0
E0               40  93  -0.23104   0
Exmatch          40  93   5.71374   0
Tadjust          40  93   1.00000   0
E0adjust         40  93   1.00000   0
Exmatchadjust    40  93   1.00000   0
Ntop             40  93  19   0
Nlow             40  93   5   0
s2adjust         40  93   1.00000   0
ctable           40  93   0.00000   0
ptable           40  93   0.00000   0
ctableadjust     40  93   0.00000   0
ptableadjust     40  93   0.00000   0
Ufermi           40  93  30.00000   0
cfermi           40  93   5.00000   0
D0               40  93 3.50000E+03
g                40  93   6.20000
gp               40  93   2.66667
gn               40  93   3.53333
gnadjust         40  93   1.00000
gpadjust         40  93   1.00000
gadjust          40  93   1.00000
Risomer          40  93   1.00000
## parameters: 
##   photon strength function
gamgam           40  93   0.00013
gamgamadjust     40  93   1.00000
etable           40  93   0.00000 E1
ftable           40  93   1.00000 E1
wtable           40  93   1.08100 E1
etableadjust     40  93   0.00000 E1
ftableadjust     40  93   1.00000 E1
wtableadjust     40  93   1.00000 E1
upbendc          40  93 3.50000E-08 M1
upbende          40  93 8.00000E-01 M1
upbendf          40  93 6.00000E+00 M1
upbendcadjust    40  93 1.00000E+00 M1
upbendeadjust    40  93 1.00000E+00 M1
upbendfadjust    40  93 1.00000E+00 M1
sgr              40  93   1.311 M1
egr              40  93   8.457 M1
ggr              40  93   4.000 M1
sgradjust        40  93   1.000 M1
egradjust        40  93   1.000 M1
ggradjust        40  93   1.000 M1
etable           40  93   0.00000 E2
ftable           40  93   1.00000 E2
wtable           40  93   1.00000 E2
etableadjust     40  93   0.00000 E2
ftableadjust     40  93   1.00000 E2
wtableadjust     40  93   1.00000 E2
upbendc          40  93 0.00000E+00 M2
upbende          40  93 0.00000E+00 M2
upbendf          40  93 0.00000E+00 M2
upbendcadjust    40  93 1.00000E+00 M2
upbendeadjust    40  93 1.00000E+00 M2
upbendfadjust    40  93 1.00000E+00 M2
sgr              40  93   0.001 M2
egr              40  93   8.457 M2
ggr              40  93   4.000 M2
sgradjust        40  93   1.000 M2
egradjust        40  93   1.000 M2
ggradjust        40  93   1.000 M2
## residual:
##   Z: 40
##   A: 92
##   nuclide: Zr92  
## parameters: 
##   level density
a                40  92  11.48933
aadjust          40  92   1.00000
gammald          40  92   0.09594
pair             40  92   2.50217
Pshift           40  92   0.00000   0
Pshiftadjust     40  92   0.00000   0
deltaW           40  92  -0.00570   0
T                40  92   0.86929   0
