# Reference Number = 2408 Incident Particle: neutron  imodel=1 Target: Z= 90 A= 232 Ef = -5.612
# En(MeV) DWV/w        DWVsym/w       DW>/w         DW</w            w         DWS/wd           wd         DWvso/wso       wso
  0.001  15.89846      14.41933      1.983030     -.5038933     0.5997599E-01  1.542762      2.207074      28.50373     -.3810869E-02
  0.002  15.89563      14.41676      1.982681     -.5038040     0.5999725E-01  1.542462      2.207681      28.49866     -.3812225E-02
  0.003  15.89281      14.41419      1.982332     -.5037147     0.6001853E-01  1.542162      2.208288      28.49358     -.3813582E-02
  0.004  15.88998      14.41162      1.981983     -.5036255     0.6003980E-01  1.541862      2.208895      28.48851     -.3814939E-02
  0.005  15.88716      14.40906      1.981634     -.5035363     0.6006108E-01  1.541562      2.209502      28.48344     -.3816295E-02
  0.006  15.88433      14.40649      1.981285     -.5034471     0.6008237E-01  1.541262      2.210109      28.47837     -.3817653E-02
  0.007  15.88151      14.40393      1.980937     -.5033580     0.6010365E-01  1.540962      2.210716      28.47330     -.3819010E-02
  0.008  15.87869      14.40137      1.980588     -.5032689     0.6012495E-01  1.540662      2.211323      28.46823     -.3820368E-02
  0.009  15.87586      14.39880      1.980240     -.5031798     0.6014624E-01  1.540363      2.211931      28.46317     -.3821726E-02
  0.010  15.87304      14.39624      1.979892     -.5030907     0.6016754E-01  1.540063      2.212538      28.45810     -.3823084E-02
  0.020  15.84490      14.37068      1.976416     -.5022020     0.6038073E-01  1.537073      2.218609      28.40758     -.3836679E-02
  0.030  15.81685      14.34521      1.972954     -.5013165     0.6059429E-01  1.534094      2.224682      28.35723     -.3850298E-02
  0.040  15.78890      14.31983      1.969503     -.5004341     0.6080822E-01  1.531124      2.230755      28.30706     -.3863941E-02
  0.050  15.76105      14.29454      1.966065     -.4995549     0.6102253E-01  1.528165      2.236830      28.25707     -.3877608E-02
  0.060  15.73330      14.26934      1.962639     -.4986787     0.6123720E-01  1.525215      2.242905      28.20725     -.3891299E-02
  0.070  15.70565      14.24423      1.959225     -.4978057     0.6145225E-01  1.522275      2.248982      28.15761     -.3905014E-02
  0.080  15.67810      14.21921      1.955824     -.4969357     0.6166767E-01  1.519344      2.255059      28.10815     -.3918753E-02
  0.090  15.65064      14.19427      1.952434     -.4960689     0.6188346E-01  1.516424      2.261137      28.05885     -.3932517E-02
  0.100  15.62327      14.16942      1.949056     -.4952050     0.6209962E-01  1.513513      2.267215      28.00973     -.3946304E-02
  0.200  15.35483      13.92564      1.915919     -.4867309     0.6428164E-01  1.484923      2.328038      27.52783     -.4085498E-02
  0.300  15.09547      13.69010      1.883910     -.4785449     0.6650075E-01  1.457244      2.388908      27.06223     -.4227095E-02
  0.400  14.84474      13.46240      1.852971     -.4706327     0.6875689E-01  1.430432      2.449796      26.61211     -.4371095E-02
  0.500  14.60222      13.24215      1.823049     -.4629807     0.7105005E-01  1.404443      2.510677      26.17673     -.4517495E-02
  0.600  14.36751      13.02899      1.794097     -.4555765     0.7338016E-01  1.379239      2.571524      25.75536     -.4666297E-02
  0.700  14.14024      12.82258      1.766067     -.4484082     0.7574719E-01  1.354782      2.632313      25.34734     -.4817498E-02
  0.800  13.92007      12.62262      1.738917     -.4414648     0.7815110E-01  1.331038      2.693018      24.95205     -.4971099E-02
  0.900  13.70666      12.42879      1.712606     -.4347360     0.8059185E-01  1.307975      2.753616      24.56889     -.5127098E-02
  1.000  13.49971      12.24082      1.687095     -.4282120     0.8306938E-01  1.285561      2.814085      24.19733     -.5285496E-02
  1.100  13.29893      12.05846      1.662350     -.4218837     0.8558366E-01  1.263767      2.874401      23.83684     -.5446290E-02
  1.200  13.10404      11.88145      1.638337     -.4157424     0.8813464E-01  1.242567      2.934545      23.48693     -.5609481E-02
  1.300  12.91480      11.70956      1.615023     -.4097800     0.9072227E-01  1.221936      2.994495      23.14714     -.5775068E-02
  1.400  12.73096      11.54258      1.592379     -.4039889     0.9334652E-01  1.201848      3.054231      22.81705     -.5943049E-02
  1.500  12.55230      11.38028      1.570376     -.3983619     0.9600732E-01  1.182281      3.113735      22.49624     -.6113425E-02
  1.600  12.37859      11.22249      1.548989     -.3928921     0.9870464E-01  1.163214      3.172987      22.18432     -.6286194E-02
  1.700  12.20964      11.06902      1.528191     -.3875730     0.1014384      1.144627      3.231971      21.88094     -.6461355E-02
  1.800  12.04525      10.91969      1.507958     -.3823987     0.1042086      1.126500      3.290670      21.58574     -.6638908E-02
  1.900  11.88524      10.77433      1.488269     -.3773632     0.1070152      1.108815      3.349067      21.29840     -.6818852E-02
  2.000  11.72943      10.63279      1.469102     -.3724611     0.1098581      1.091554      3.407146      21.01861     -.7001186E-02
  2.100  11.57767      10.49492      1.450436     -.3676873     0.1127372      1.074702      3.464894      20.74608     -.7185909E-02
  2.200  11.42980      10.36059      1.432253     -.3630368     0.1156526      1.058243      3.522296      20.48052     -.7373020E-02
  2.300  11.28567      10.22964      1.414533     -.3585049     0.1186041      1.042162      3.579338      20.22168     -.7562518E-02
  2.400  11.14514      10.10197      1.397260     -.3540872     0.1215917      1.026445      3.636008      19.96930     -.7754404E-02
  2.500  11.00808      9.977442      1.380417     -.3497794     0.1246154      1.011079      3.692294      19.72314     -.7948674E-02
  2.600  10.87436      9.855948      1.363988     -.3455776     0.1276751     0.9960512      3.748183      19.48297     -.8145330E-02
  2.700  10.74386      9.737378      1.347959     -.3414780     0.1307708     0.9813493      3.803666      19.24858     -.8344369E-02
  2.800  10.61646      9.621626      1.332315     -.3374768     0.1339023     0.9669620      3.858732      19.01977     -.8545792E-02
  2.900  10.49207      9.508594      1.317042     -.3335706     0.1370697     0.9528783      3.913370      18.79633     -.8749596E-02
  3.000  10.37056      9.398187      1.302128     -.3297561     0.1402728     0.9390877      3.967573      18.57808     -.8955781E-02
  3.100  10.25184      9.290315      1.287561     -.3260302     0.1435117     0.9255803      4.021331      18.36484     -.9164347E-02
  3.200  10.13583      9.184890      1.273327     -.3223898     0.1467863     0.9123466      4.074637      18.15644     -.9375291E-02
  3.300  10.02242      9.081832      1.259417     -.3188320     0.1500964     0.8993775      4.127483      17.95272     -.9588614E-02
  3.400  9.911526      8.981060      1.245820     -.3153541     0.1534421     0.8866642      4.179861      17.75352     -.9804314E-02
  3.500  9.803072      8.882501      1.232525     -.3119535     0.1568233     0.8741985      4.231765      17.55869     -.1002239E-01
  3.600  9.696975      8.786081      1.219522     -.3086277     0.1602400     0.8619724      4.283190      17.36809     -.1024284E-01
  3.700  9.593159      8.691732      1.206802     -.3053742     0.1636920     0.8499782      4.334130      17.18158     -.1046567E-01
  3.800  9.491552      8.599387      1.194356     -.3021907     0.1671793     0.8382088      4.384579      16.99904     -.1069086E-01
  3.900  9.392084      8.508985      1.182175     -.2990750     0.1707019     0.8266570      4.434534      16.82033     -.1091843E-01
  4.000  9.294689      8.420463      1.170251     -.2960251     0.1742597     0.8153163      4.483989      16.64534     -.1114837E-01
  4.200  9.105860      8.248832      1.147143     -.2901143     0.1814805     0.7932423      4.581387      16.30607     -.1161537E-01
  4.400  8.924586      8.084058      1.124971     -.2844430     0.1888413     0.7719386      4.676748      15.98035     -.1209183E-01
