3 6 4.229462E+06
3 7 7.560001E+06
4 7 2.032059E+05
4 9 5.900101E+06
4 10 5.137206E+06
4 11 9.371468E+06
5 10 2.823014E+06
6 10 9.602081E+05
6 11 4.521978E+05
6 12 5.000000E+05
6 14 7.482852E+06
6 15 5.167664E+06
7 13 9.696084E+05
7 15 9.301010E+05
7 16 2.850338E+06
7 17 8.847437E+05
8 14 3.412858E+06
8 15 1.677179E+05
8 16 9.001010E+05
8 17 2.364783E+05
8 18 5.610473E+06
8 19 1.943140E+05
8 20 3.058664E+06
8 21 1.637955E+06
8 22 4.737387E+06
9 17 4.191091E+05
9 18 1.235033E+05
9 19 5.010010E+05
9 20 1.051132E+06
9 21 1.374350E+06
9 22 2.531480E+06
9 23 2.559980E+06
10 18 2.923366E+04
10 19 5.868082E+03
10 20 2.458416E+06
10 21 2.936751E+05
10 22 5.348686E+05
10 23 1.806538E+06
10 24 6.562064E+05
11 21 8.911580E+04
11 22 2.792308E+04
11 23 4.401010E+05
11 24 9.164691E+05
11 25 4.426825E+04
11 26 3.793719E+05
12 22 5.070048E+04
12 23 8.541694E+04
12 24 5.510400E+05
12 25 1.985224E+06
12 26 7.539560E+05
12 27 4.636066E+05
12 28 3.761328E+05
12 29 4.527246E+05
13 24 9.245823E+03
13 25 1.099038E+04
13 26 1.878252E+05
13 26 7.295145E+04
13 27 8.450010E+05
13 28 1.842147E+05
13 29 4.657637E+05
13 30 2.765131E+05
14 26 8.297392E+03
14 27 3.009101E+04
14 28 1.750000E+06
14 29 1.300001E+06
14 30 1.500001E+06
14 31 4.739190E+05
14 32 2.652010E+05
14 33 8.985309E+04
14 34 3.006773E+05
15 29 8.681520E+04
15 30 1.243021E+04
15 31 4.950110E+05
15 32 4.658235E+05
15 33 2.415862E+05
15 34 2.885301E+03
15 35 1.830858E+05
15 36 9.405507E+03
15 37 9.565973E+04
16 30 4.362076E+03
16 31 9.043337E+04
16 32 9.601010E+05
16 34 4.800010E+05
16 35 1.913623E+05
16 36 7.669568E+05
16 37 1.764687E+05
16 38 4.142980E+00
16 39 1.433882E+05
16 40 1.087354E+05
16 41 9.424472E+04
16 42 2.311225E+05
17 33 4.512150E+04
17 34 1.948338E+04
17 34 2.097272E+03
17 35 5.000110E+05
17 36 3.580423E+04
17 37 1.200000E+06
17 38 2.901480E+04
17 39 1.830560E+03
17 40 1.817883E+04
17 41 1.076589E+05
17 42 4.954333E+04
17 43 5.800658E+04
18 35 8.362396E+03
18 36 1.470000E+05
18 37 4.268035E+03
18 38 3.478161E+05
18 39 6.999000E+03
18 40 9.000010E+05
18 41 2.551796E+04
18 42 2.424000E+04
18 43 4.766214E+04
18 44 2.855811E+05
18 45 5.157210E+04
18 46 1.648923E+04
18 47 6.680939E+04
19 37 1.458802E+03
19 38 2.233543E+04
19 39 1.931000E+05
19 40 6.234814E+02
19 41 1.210010E+05
19 42 2.948491E+03
19 43 9.101778E+02
19 44 7.170211E+03
19 45 1.617554E+04
19 46 4.781890E+04
19 47 4.542068E+05
19 48 5.514011E+04
19 49 4.344803E+05
20 40 8.790010E+05
20 41 1.956744E+04
20 42 2.000010E+05
20 43 1.482064E+05
20 44 2.000010E+05
20 45 4.090140E+03
20 46 2.932628E+05
20 47 1.501621E+04
20 48 4.567438E+05
20 49 4.803349E+05
20 50 7.617724E+04
20 51 1.246223E+06
20 52 2.024023E+06
21 42 3.066804E+02
21 43 1.594799E+03
21 44 1.578799E+03
21 44 8.445513E+02
21 45 1.058010E+05
21 46 4.956534E+03
21 46 7.756313E+03
21 47 6.711691E+03
21 48 2.801998E+03
21 49 3.199899E+03
21 50 2.514052E+04
21 51 7.426841E+02
21 52 1.661647E+04
21 53 1.420239E+04
22 44 1.671316E+03
22 45 4.901772E+03
22 46 3.640110E+05
22 47 6.301100E+04
22 48 4.000100E+05
22 49 3.000100E+04
22 50 4.000010E+05
22 51 4.744770E+04
22 52 6.404081E+04
22 53 4.840098E+04
22 54 3.813250E+04
22 55 1.329433E+05
23 47 4.620946E+03
23 48 4.077331E+03
23 49 9.866373E+03
23 50 4.101100E+04
23 51 2.125010E+05
23 52 3.934158E+02
23 53 8.608185E+02
23 54 1.473374E+04
23 55 3.984864E+02
24 48 1.931488E+04
24 49 4.508070E+03
24 50 7.830000E+05
24 51 9.507974E+03
24 52 1.460000E+06
24 53 5.640010E+05
24 54 8.340000E+05
24 55 1.833382E+04
24 56 2.024395E+04
24 57 4.420714E+04
24 58 4.040705E+05
24 59 9.791374E+04
25 50 1.752400E+03
25 51 2.919559E+03
25 52 1.115457E+03
25 52 4.327646E+03
25 53 1.000010E+05
25 54 2.790000E+02
25 55 1.250000E+05
25 56 3.017873E+03
25 57 7.037286E+01
25 58 2.434989E+02
25 58 4.596395E+02
25 59 3.261363E+02
25 60 2.271203E+03
26 52 3.380719E+03
26 52 6.880010E+05
26 53 3.154598E+03
26 53 7.387629E+03
26 54 1.036000E+06
26 55 2.350458E+04
26 56 8.500100E+05
26 57 1.900100E+05
26 58 3.500100E+05
26 59 1.864914E+04
26 60 1.431874E+04
26 61 1.867028E+04
26 62 4.000113E+05
26 63 5.999804E+03
26 64 4.718081E+05
26 65 9.201000E+03
27 54 6.585000E+01
27 55 1.339195E+04
27 56 8.948936E+03
27 57 9.311843E+03
27 58 1.957000E+03
27 58 4.542000E+03
27 59 1.194110E+05
27 60 2.031000E+03
27 60 8.827053E+03
27 61 5.566967E+02
27 62 1.642132E+03
27 62 4.781391E+03
27 63 3.540544E+02
27 65 4.236277E+02
27 68 3.459164E+02
28 56 3.399054E+04
28 57 4.430643E+03
28 58 8.110110E+05
28 59 9.227000E+03
28 60 8.000000E+05
28 61 6.901100E+04
28 62 6.010010E+05
28 63 2.645106E+04
28 64 5.530000E+05
28 65 4.731017E+03
28 66 9.334467E+03
28 67 9.286528E+03
28 68 4.667065E+05
28 69 2.445883E+03
28 69 6.744214E+03
28 70 4.616883E+05
28 71 1.929609E+04
28 71 4.877772E+04
28 72 4.764288E+05
29 58 4.472795E+03
29 59 4.330371E+03
29 60 4.280751E+03
29 61 1.785281E+03
29 62 4.780510E+03
29 63 1.000010E+05
29 64 1.499903E+02
29 65 1.000010E+05
29 66 1.273675E+02
29 67 9.765368E+02
29 68 3.756001E+01
29 68 8.509814E+02
29 69 2.285676E+02
29 70 1.096008E+02
29 70 5.616013E+02
29 70 6.151707E+02
29 71 4.546927E+03
29 72 1.966319E+02
29 73 9.058252E+03
29 74 5.463140E+02
29 75 3.698963E+03
30 60 1.856186E+04
30 61 3.833109E+03
30 62 1.425932E+03
30 63 5.081943E+03
30 64 9.483200E+04
30 65 3.128000E+03
30 66 1.100010E+05
30 67 4.500100E+04
30 68 2.000110E+05
30 69 2.397009E+02
30 69 6.689055E+03
30 70 2.210110E+05
30 71 3.466679E+02
30 71 4.797890E+03
30 72 1.633748E+04
30 73 3.427250E+03
30 74 3.133561E+05
30 75 8.477277E+03
30 76 4.597997E+05
30 77 5.461918E+03
30 77 9.533762E+04
30 78 9.137747E+05
31 63 3.090539E+03
31 64 8.346126E+01
31 65 8.351978E+02
31 66 3.060649E+03
31 67 6.096698E+01
31 68 1.237671E+02
31 69 4.846000E+03
31 70 4.098119E+01
31 72 3.971861E+01
31 73 3.861644E+02
31 74 2.251923E+01
31 74 6.669623E+02
31 75 7.254507E+01
31 76 1.042922E+02
31 77 9.431854E+03
31 78 2.836146E+02
31 79 2.331081E+03
31 80 4.428575E+02
31 80 6.071839E+04
31 81 7.910098E+03
32 64 1.679126E+02
32 65 1.763163E+03
32 66 4.754061E+03
32 67 2.344512E+01
32 68 1.678535E+04
32 69 1.674261E+02
32 70 1.400000E+04
32 71 7.230501E+01
32 72 3.963000E+04
32 73 3.436169E+03
32 74 6.120000E+04
32 75 4.794562E+03
32 75 6.783307E+01
32 76 2.998251E+04
32 77 1.569386E+01
32 77 5.297449E+03
32 78 5.535790E+03
32 79 3.135458E+02
32 79 9.984358E+03
32 80 5.047969E+03
32 81 3.482818E+04
32 81 3.788921E+03
32 82 1.393650E+04
32 83 7.075744E+04
33 67 7.099643E+01
33 68 8.994926E+01
33 69 8.644572E+01
33 70 9.937056E+01
33 71 8.357188E+01
33 72 1.261403E+02
33 73 1.615639E+02
33 74 9.632629E+01
33 75 1.107100E+04
33 76 1.653894E+02
33 77 1.961203E+02
33 78 1.713182E+02
33 79 5.598085E+02
33 80 1.573948E+02
33 81 9.640166E+03
33 82 3.759171E+02
33 82 9.595183E+02
33 83 2.322259E+03
33 84 8.543577E+03
33 85 1.855783E+03
34 68 9.570052E+02
34 69 3.586601E+01
34 70 1.207414E+03
34 71 7.470998E+01
34 72 7.075667E+03
34 73 8.251820E+01
34 73 9.183221E+01
34 74 7.216000E+03
34 75 1.199019E+02
34 76 9.000000E+03
34 77 1.092449E+02
34 78 4.050100E+04
34 79 2.288103E+01
34 79 8.263839E+02
34 80 5.661000E+03
34 81 1.960386E+03
34 81 7.848474E+02
34 82 2.676902E+04
34 83 7.475193E+02
34 83 9.754947E+03
34 84 1.278813E+04
34 85 6.785785E+04
34 86 1.481788E+04
34 87 3.218661E+03
34 88 2.420561E+04
